"month","product_category","i_revenue","i_gross_profit","coupon_budget","i_net_profit_after_coupons","roas"
2019-03-01,Apparel,-1168.5169813575137240916171961246749,-584.258490678756862045808598062337450,6298.73603384397043406926716,-6882.994524522727296115075758062337450,-0.092758052971176448698196261476433
2019-03-01,Backpacks,-11.3345215826937837607518215296856,-5.667260791346891880375910764842800,61.09723748845753844707104,-66.764498279804430327446950764842800,-0.092758052971176448698196261476433
2019-03-01,Bags,-270.7655100122409723937945865639288,-135.382755006120486196897293281964400,1459.52562251591457890757792,-1594.908377522035065104475213281964400,-0.092758052971176448698196261476433
2019-03-01,Bottles,-10.9153613876197674988330605297115,-5.457680693809883749416530264855750,58.83780996897162539130660,-64.295490662781509140723130264855750,-0.092758052971176448698196261476433
2019-03-01,Drinkware,-439.7150126400744669347185790574590,-219.857506320037233467359289528729500,2370.22554137003663666683560,-2590.083047690073870134194889528729500,-0.092758052971176448698196261476433
2019-03-01,Fun,-13.8009645767117315711302271660468,-6.900482288355865785565113583023400,74.39227180091970287772912,-81.292754089275568663294233583023400,-0.092758052971176448698196261476433
2019-03-01,Gift Cards,-5.7576949872804433874274962532361,-2.878847493640221693713748126618050,31.03609230063067507840524,-33.914939794270896772118988126618050,-0.092758052971176448698196261476433
2019-03-01,Google,-48.0520334399796448594187790169764,-24.026016719989822429709389508488200,259.01812242065542890812976,-283.044139140645251337839149508488200,-0.092758052971176448698196261476433
2019-03-01,Headgear,-59.6650739215248079798743567828194,-29.832536960762403989937178391409700,321.61667914733547545307096,-351.449216108097879443008138391409700,-0.092758052971176448698196261476433
2019-03-01,Housewares,-14.7025428424533519448660413376354,-7.351271421226675972433020668817700,79.25211004063445824984536,-86.603381461861134222278380668817700,-0.092758052971176448698196261476433
2019-03-01,Lifestyle,-180.6327102189569819381607299357891,-90.316355109478490969080364967894550,973.67670209230578980791044,-1063.993057201784280776990804967894550,-0.092758052971176448698196261476433
2019-03-01,More Bags,-9.6773801960879751032222132419129,-4.838690098043987551611106620956450,52.16463630977202186882636,-57.003326407816009420437466620956450,-0.092758052971176448698196261476433
2019-03-01,Nest-Canada,-120.6444376854794984709523853556435,-60.322218842739749235476192677821750,650.31786363049491282777540,-710.640082473234662063251592677821750,-0.092758052971176448698196261476433
2019-03-01,Nest-USA,-3192.1912348526680390393058715678264,-1596.095617426334019519652935783913200,17207.08408920897995260226976,-18803.179706635313972121922695783913200,-0.092758052971176448698196261476433
2019-03-01,Notebooks & Journals,-88.2634681540802731446911698335280,-44.131734077040136572345584916764000,475.77253579000402979219520,-519.904269867044166364540784916764000,-0.092758052971176448698196261476433
2019-03-01,Office,-640.3356761612752536454775594632767,-320.167838080637626822738779731638350,3451.64465860582782732255828,-3771.812496686465454145297059731638350,-0.092758052971176448698196261476433
2019-03-01,Waze,-21.6341934530070291639079963176102,-10.817096726503514581953998158805100,116.61625465408172356312968,-127.433351380585238145083678158805100,-0.092758052971176448698196261476433
2019-04-01,Accessories,-0.9099568863713542306900756364768,-0.454978443185677115345037818238400,5.82265589766429822173096,-6.277634340849975337075997818238400,-0.078139332150503225238112279817800
2019-11-01,Apparel,-188.6724906559267137627687283509760,-94.336245327963356881384364175488000,1603.66937699957150709535360,-1698.005622327534863976737964175488000,-0.058825245827456218291206735072736
2019-11-01,Backpacks,-2.9800695507045242604254173991368,-1.490034775352262130212708699568400,25.32985207954371492371698,-26.819886854895977053929688699568400,-0.058825245827456218291206735072736
2019-11-01,Bags,-108.1554291883375012637211009764624,-54.077714594168750631860550488231200,919.29432395042206520810564,-973.372038544590815839966190488231200,-0.058825245827456218291206735072736
2019-11-01,Drinkware,-69.4690877152434397664692871262256,-34.734543857621719883234643563112800,590.47001621554883878799116,-625.204560073170558671225803563112800,-0.058825245827456218291206735072736
2019-11-01,Headgear,-5.3802068250556730670168167728360,-2.690103412527836533508408386418000,45.73042364188900744801210,-48.420527054416843981520508386418000,-0.058825245827456218291206735072736
2019-11-01,Lifestyle,-22.2679402675912137457813588298040,-11.133970133795606872890679414902000,189.27196949509243465034190,-200.405939628888041523232579414902000,-0.058825245827456218291206735072736
2019-11-01,Nest,-1392.1407790050590245013814037455480,-696.070389502529512250690701872774000,11832.85134998355013381248030,-12528.921739486079646063171001872774000,-0.058825245827456218291206735072736
2019-11-01,Nest-Canada,-38.7744334342370621972990472583152,-19.387216717118531098649523629157600,329.57306755647591383147772,-348.960284273594444930127243629157600,-0.058825245827456218291206735072736
2019-11-01,Nest-USA,-2119.5504075791617456085043305035784,-1059.775203789580872804252165251789200,18015.65278448762856329235074,-19075.427988277209436096602905251789200,-0.058825245827456218291206735072736
2019-11-01,Office,-222.9208600249131213778324893925248,-111.460430012456560688916244696262400,1894.77202253242920450652128,-2006.232452544885765195437524696262400,-0.058825245827456218291206735072736
2019-11-01,Waze,-11.6582531272066148512286295746264,-5.829126563603307425614314787313200,99.09226016158199715756854,-104.921386725185304583182854787313200,-0.058825245827456218291206735072736
2019-12-01,Accessories,-13.1619162951515642968926665021960,-6.580958147575782148446333251098000,105.64307652223365715180680,-112.224034669809439300253133251098000,-0.062294268249474472145506230934731
2019-12-01,Apparel,-667.6624823316085441097994592399573,-333.831241165804272054899729619978650,5358.93992411766622293668709,-5692.771165283470494991586819619978650,-0.062294268249474472145506230934731
2019-12-01,Bags,-113.8425805223718733937701807517966,-56.921290261185936696885090375898300,913.74843722746734331610478,-970.669727488653280012989870375898300,-0.062294268249474472145506230934731
2019-12-01,Drinkware,-133.3497469732938555132268118840441,-66.674873486646927756613405942022050,1070.32116052201016647662153,-1136.996034008657094233234935942022050,-0.062294268249474472145506230934731
2019-12-01,Gift Cards,-8.9850898276906193786941381074363,-4.492544913845309689347069053718150,72.11811038302403953780779,-76.610655296869349227154859053718150,-0.062294268249474472145506230934731
2019-12-01,Headgear,-18.6960569583969007078090955535199,-9.348028479198450353904547776759950,150.06241732805509492637967,-159.410445807253545280284217776759950,-0.062294268249474472145506230934731
2019-12-01,Lifestyle,-30.1720827909596448159545975848348,-15.086041395479822407977298792417400,242.17382785625853306568284,-257.259869251738355473660138792417400,-0.062294268249474472145506230934731
2019-12-01,Nest,-1697.1826608927571971471134478202340,-848.591330446378598573556723910117000,13622.30192748973333800701220,-14470.893257936111936580568923910117000,-0.062294268249474472145506230934731
2019-12-01,Nest-Canada,-61.9588607768546553442997221040324,-30.979430388427327672149861052016200,497.30787854127617615257092,-528.287308929703503824720781052016200,-0.062294268249474472145506230934731
2019-12-01,Nest-USA,-3283.1612333905645496995740807227061,-1641.580616695282274849787040361353050,26352.03306540375008335052613,-27993.613682099032358200313170361353050,-0.062294268249474472145506230934731
2019-12-01,Notebooks & Journals,-11.7398076680800383407545812042683,-5.869903834040019170377290602134150,94.22863449543030698487339,-100.098538329470326155250680602134150,-0.062294268249474472145506230934731
2019-12-01,Office,-249.3256027316478655446995850300043,-124.662801365823932772349792515002150,2001.19216211959621173876219,-2125.854963485420144511111982515002150,-0.062294268249474472145506230934731
2019-12-01,Waze,-12.1065643623326918334385272054041,-6.053282181166345916719263602702050,97.17237799349882736670953,-103.225660174665173283428793602702050,-0.062294268249474472145506230934731
