"customers_per_order","transaction_id","transaction_date","total_quantity","total_delivery_charges","total_revenue","transaction_year","transaction_month","transaction_month_str","transaction_day_of_month","transaction_day_of_week"
1,23104,2019-03-17,10,58.5,84.8,2019.0,3.0,mar,17.0,sunday
1,23105,2019-03-17,1,6.5,125.5,2019.0,3.0,mar,17.0,sunday
1,23106,2019-03-17,4,6.5,86.46,2019.0,3.0,mar,17.0,sunday
1,23108,2019-03-17,10,13.0,66.17,2019.0,3.0,mar,17.0,sunday
1,23109,2019-03-17,1,6.5,48.09,2019.0,3.0,mar,17.0,sunday
1,23110,2019-03-17,45,62.550000000000004,142.1,2019.0,3.0,mar,17.0,sunday
1,23111,2019-03-17,1,6.5,83.49,2019.0,3.0,mar,17.0,sunday
1,23112,2019-03-17,4,149.19,230.74999999999997,2019.0,3.0,mar,17.0,sunday
1,23113,2019-03-17,1,6.5,125.5,2019.0,3.0,mar,17.0,sunday
1,23114,2019-03-17,3,19.5,71.47,2019.0,3.0,mar,17.0,sunday
1,23115,2019-03-17,1,6.5,125.5,2019.0,3.0,mar,17.0,sunday
1,23116,2019-03-17,8,52.0,107.94000000000001,2019.0,3.0,mar,17.0,sunday
1,23117,2019-03-17,1,6.5,155.5,2019.0,3.0,mar,17.0,sunday
1,23118,2019-03-17,1,16.85,135.85,2019.0,3.0,mar,17.0,sunday
1,23119,2019-03-17,2,6.5,40.48,2019.0,3.0,mar,17.0,sunday
1,23120,2019-03-17,1,6.5,125.5,2019.0,3.0,mar,17.0,sunday
1,23121,2019-03-17,4,13.0,469.0,2019.0,3.0,mar,17.0,sunday
1,23123,2019-03-17,12,19.5,239.38,2019.0,3.0,mar,17.0,sunday
1,23124,2019-03-17,2,6.5,244.5,2019.0,3.0,mar,17.0,sunday
1,23125,2019-03-17,1,6.5,25.49,2019.0,3.0,mar,17.0,sunday
1,23126,2019-03-17,1,6.5,90.49,2019.0,3.0,mar,17.0,sunday
1,23127,2019-03-17,1,16.85,135.85,2019.0,3.0,mar,17.0,sunday
1,23128,2019-03-17,2,13.0,42.980000000000004,2019.0,3.0,mar,17.0,sunday
1,23129,2019-03-17,1,6.5,155.5,2019.0,3.0,mar,17.0,sunday
1,23130,2019-03-17,2,6.5,244.5,2019.0,3.0,mar,17.0,sunday
1,23131,2019-03-17,9,58.5,270.41,2019.0,3.0,mar,17.0,sunday
1,23132,2019-03-17,3,19.5,50.67,2019.0,3.0,mar,17.0,sunday
1,23133,2019-03-17,1,6.5,85.5,2019.0,3.0,mar,17.0,sunday
1,23134,2019-03-17,2,13.0,43.379999999999995,2019.0,3.0,mar,17.0,sunday
1,23135,2019-03-17,1,6.5,25.49,2019.0,3.0,mar,17.0,sunday
1,23136,2019-03-17,1,6.5,155.5,2019.0,3.0,mar,17.0,sunday
1,23150,2019-03-18,12,311.94,436.82000000000005,2019.0,3.0,mar,18.0,monday
1,23151,2019-03-18,1,44.06,144.05,2019.0,3.0,mar,18.0,monday
1,23161,2019-03-18,7,281.6,440.53000000000003,2019.0,3.0,mar,18.0,monday
2,23163,2019-03-18,7,308.42,480.3500000000001,2019.0,3.0,mar,18.0,monday
3,23167,2019-03-18,6,264.36,466.40000000000003,2019.0,3.0,mar,18.0,monday
1,23177,2019-03-18,5,220.3,354.25,2019.0,3.0,mar,18.0,monday
1,23183,2019-03-18,6,13.0,68.14,2019.0,3.0,mar,18.0,monday
1,23214,2019-03-18,2,13.0,87.98,2019.0,3.0,mar,18.0,monday
1,23216,2019-03-18,1,6.5,8.49,2019.0,3.0,mar,18.0,monday
1,23217,2019-03-18,3,13.0,250.0,2019.0,3.0,mar,18.0,monday
1,23218,2019-03-18,90,79.28999999999999,186.69,2019.0,3.0,mar,18.0,monday
1,23219,2019-03-18,2,13.0,241.0,2019.0,3.0,mar,18.0,monday
1,23221,2019-03-18,3,6.5,363.5,2019.0,3.0,mar,18.0,monday
1,23222,2019-03-18,1,6.5,155.5,2019.0,3.0,mar,18.0,monday
1,23223,2019-03-18,2,13.0,54.49,2019.0,3.0,mar,18.0,monday
1,23232,2019-03-18,1,6.5,125.5,2019.0,3.0,mar,18.0,monday
1,23233,2019-03-18,3,19.5,119.55,2019.0,3.0,mar,18.0,monday
1,23235,2019-03-18,1,6.5,125.5,2019.0,3.0,mar,18.0,monday
1,23236,2019-03-18,1,6.5,25.69,2019.0,3.0,mar,18.0,monday
1,23237,2019-03-18,2,13.0,28.18,2019.0,3.0,mar,18.0,monday
1,23238,2019-03-18,2,13.0,42.980000000000004,2019.0,3.0,mar,18.0,monday
1,23239,2019-03-18,2,6.5,244.5,2019.0,3.0,mar,18.0,monday
1,23240,2019-03-18,2,13.0,40.18,2019.0,3.0,mar,18.0,monday
1,23242,2019-03-18,48,39.0,418.52,2019.0,3.0,mar,18.0,monday
1,23243,2019-03-18,2,8.7,306.7,2019.0,3.0,mar,18.0,monday
3,23244,2019-03-18,3,19.5,134.67000000000002,2019.0,3.0,mar,18.0,monday
2,23245,2019-03-18,7,39.0,138.13,2019.0,3.0,mar,18.0,monday
1,23246,2019-03-18,3,19.5,406.5,2019.0,3.0,mar,18.0,monday
1,23247,2019-03-18,2,6.5,164.5,2019.0,3.0,mar,18.0,monday
1,23248,2019-03-18,1,6.5,155.5,2019.0,3.0,mar,18.0,monday
1,23249,2019-03-18,1,6.5,155.5,2019.0,3.0,mar,18.0,monday
1,23250,2019-03-18,1,6.5,125.5,2019.0,3.0,mar,18.0,monday
1,23251,2019-03-18,1,6.5,8.49,2019.0,3.0,mar,18.0,monday
1,23252,2019-03-18,1,6.5,62.49,2019.0,3.0,mar,18.0,monday
1,23253,2019-03-18,1,6.5,125.5,2019.0,3.0,mar,18.0,monday
1,23254,2019-03-18,1,6.5,28.49,2019.0,3.0,mar,18.0,monday
1,23256,2019-03-19,9,52.0,217.78,2019.0,3.0,mar,19.0,tuesday
1,23257,2019-03-19,1,6.5,105.5,2019.0,3.0,mar,19.0,tuesday
1,23258,2019-03-19,2,13.0,211.0,2019.0,3.0,mar,19.0,tuesday
1,23260,2019-03-19,1,42.67,65.66,2019.0,3.0,mar,19.0,tuesday
1,23261,2019-03-19,3,128.01,211.98,2019.0,3.0,mar,19.0,tuesday
2,23262,2019-03-19,6,85.34,112.83,2019.0,3.0,mar,19.0,tuesday
1,23263,2019-03-19,4,170.68,250.64,2019.0,3.0,mar,19.0,tuesday
1,23265,2019-03-19,3,128.01,231.98,2019.0,3.0,mar,19.0,tuesday
1,23266,2019-03-19,6,85.34,112.28,2019.0,3.0,mar,19.0,tuesday
1,23281,2019-03-19,4,170.68,246.64,2019.0,3.0,mar,19.0,tuesday
1,23307,2019-03-19,6,32.5,130.84,2019.0,3.0,mar,19.0,tuesday
1,23308,2019-03-19,1,6.5,125.5,2019.0,3.0,mar,19.0,tuesday
1,23311,2019-03-19,1,6.5,125.5,2019.0,3.0,mar,19.0,tuesday
1,23315,2019-03-19,3,13.0,400.0,2019.0,3.0,mar,19.0,tuesday
1,23316,2019-03-19,2,6.5,304.5,2019.0,3.0,mar,19.0,tuesday
1,23318,2019-03-19,1,6.5,125.5,2019.0,3.0,mar,19.0,tuesday
1,23319,2019-03-19,4,17.4,613.4,2019.0,3.0,mar,19.0,tuesday
1,23320,2019-03-19,3,19.02,256.02,2019.0,3.0,mar,19.0,tuesday
1,23322,2019-03-19,5,17.4,762.4,2019.0,3.0,mar,19.0,tuesday
1,23323,2019-03-19,1,6.5,25.49,2019.0,3.0,mar,19.0,tuesday
1,23324,2019-03-19,2,13.0,21.98,2019.0,3.0,mar,19.0,tuesday
1,23325,2019-03-19,1,6.5,20.09,2019.0,3.0,mar,19.0,tuesday
1,23326,2019-03-19,1,6.5,125.5,2019.0,3.0,mar,19.0,tuesday
1,23327,2019-03-19,1,6.5,155.5,2019.0,3.0,mar,19.0,tuesday
4,23328,2019-03-19,10,58.5,223.62,2019.0,3.0,mar,19.0,tuesday
1,23329,2019-03-19,2,13.0,251.0,2019.0,3.0,mar,19.0,tuesday
1,23330,2019-03-19,2,6.5,244.5,2019.0,3.0,mar,19.0,tuesday
1,23331,2019-03-19,1,6.5,155.5,2019.0,3.0,mar,19.0,tuesday
1,23332,2019-03-19,1,6.5,155.5,2019.0,3.0,mar,19.0,tuesday
1,23333,2019-03-19,4,19.5,378.28000000000003,2019.0,3.0,mar,19.0,tuesday
1,23334,2019-03-19,1,6.5,62.49,2019.0,3.0,mar,19.0,tuesday
1,23335,2019-03-19,2,13.0,66.58,2019.0,3.0,mar,19.0,tuesday
1,23336,2019-03-19,5,26.0,90.74999999999999,2019.0,3.0,mar,19.0,tuesday
1,23337,2019-03-19,1,6.5,125.5,2019.0,3.0,mar,19.0,tuesday
1,23339,2019-03-19,14,68.13,237.39000000000001,2019.0,3.0,mar,19.0,tuesday
1,23343,2019-03-19,3,128.01,198.98,2019.0,3.0,mar,19.0,tuesday
1,23345,2019-03-19,1,6.5,66.49000000000001,2019.0,3.0,mar,19.0,tuesday
2,23347,2019-03-19,12,248.64999999999998,332.53,2019.0,3.0,mar,19.0,tuesday
1,23348,2019-03-19,4,157.08,238.04000000000002,2019.0,3.0,mar,19.0,tuesday
1,23360,2019-03-19,2,6.5,244.5,2019.0,3.0,mar,19.0,tuesday
2,23361,2019-03-19,155,78.0,617.3000000000001,2019.0,3.0,mar,19.0,tuesday
1,23366,2019-03-19,3,13.0,41.97,2019.0,3.0,mar,19.0,tuesday
1,23376,2019-03-19,3,19.5,132.47,2019.0,3.0,mar,19.0,tuesday
1,23377,2019-03-19,1,6.5,125.5,2019.0,3.0,mar,19.0,tuesday
1,23378,2019-03-19,1,6.5,125.5,2019.0,3.0,mar,19.0,tuesday
1,23379,2019-03-19,2,13.0,411.0,2019.0,3.0,mar,19.0,tuesday
3,23381,2019-03-19,19,1425.0,1542.3400000000001,2019.0,3.0,mar,19.0,tuesday
1,23382,2019-03-19,1,6.5,125.5,2019.0,3.0,mar,19.0,tuesday
1,23383,2019-03-19,1,6.5,125.5,2019.0,3.0,mar,19.0,tuesday
1,23384,2019-03-19,5,13.0,568.0,2019.0,3.0,mar,19.0,tuesday
1,23387,2019-03-19,1,6.5,85.5,2019.0,3.0,mar,19.0,tuesday
1,23388,2019-03-19,1,6.5,14.49,2019.0,3.0,mar,19.0,tuesday
2,23389,2019-03-19,2,13.0,211.0,2019.0,3.0,mar,19.0,tuesday
1,23390,2019-03-19,1,6.5,73.69,2019.0,3.0,mar,19.0,tuesday
1,23391,2019-03-20,2,13.0,211.0,2019.0,3.0,mar,20.0,wednesday
1,23392,2019-03-20,5,13.0,168.36,2019.0,3.0,mar,20.0,wednesday
1,23393,2019-03-20,1,6.5,28.49,2019.0,3.0,mar,20.0,wednesday
2,23396,2019-03-20,23,84.5,590.2700000000001,2019.0,3.0,mar,20.0,wednesday
1,23432,2019-03-20,26,91.0,640.7400000000001,2019.0,3.0,mar,20.0,wednesday
1,23433,2019-03-20,16,52.0,867.84,2019.0,3.0,mar,20.0,wednesday
1,23434,2019-03-20,37,32.5,456.13,2019.0,3.0,mar,20.0,wednesday
1,23435,2019-03-20,5,6.5,506.45,2019.0,3.0,mar,20.0,wednesday
1,23436,2019-03-20,5,6.5,506.45,2019.0,3.0,mar,20.0,wednesday
1,23446,2019-03-20,4,6.5,322.5,2019.0,3.0,mar,20.0,wednesday
1,23447,2019-03-20,1,6.5,155.5,2019.0,3.0,mar,20.0,wednesday
1,23448,2019-03-20,2,13.0,24.98,2019.0,3.0,mar,20.0,wednesday
1,23449,2019-03-20,2,6.5,164.5,2019.0,3.0,mar,20.0,wednesday
1,23450,2019-03-20,4,13.0,489.0,2019.0,3.0,mar,20.0,wednesday
1,23451,2019-03-20,8,26.0,79.17,2019.0,3.0,mar,20.0,wednesday
1,23452,2019-03-20,8,13.0,65.76,2019.0,3.0,mar,20.0,wednesday
1,23454,2019-03-20,45,53.78,269.33000000000004,2019.0,3.0,mar,20.0,wednesday
1,23455,2019-03-20,28,52.0,413.72,2019.0,3.0,mar,20.0,wednesday
1,23456,2019-03-20,1,6.5,125.5,2019.0,3.0,mar,20.0,wednesday
1,23457,2019-03-20,60,32.5,1051.8999999999999,2019.0,3.0,mar,20.0,wednesday
2,23458,2019-03-20,72,58.5,618.98,2019.0,3.0,mar,20.0,wednesday
1,23459,2019-03-20,1,14.41,33.6,2019.0,3.0,mar,20.0,wednesday
1,23460,2019-03-20,14,35.89,114.14999999999999,2019.0,3.0,mar,20.0,wednesday
1,23461,2019-03-20,3,19.5,406.5,2019.0,3.0,mar,20.0,wednesday
1,23463,2019-03-20,1,6.5,155.5,2019.0,3.0,mar,20.0,wednesday
1,23464,2019-03-20,1,6.5,36.89,2019.0,3.0,mar,20.0,wednesday
1,23466,2019-03-20,4,6.5,322.5,2019.0,3.0,mar,20.0,wednesday
1,23467,2019-03-20,11,39.0,987.37,2019.0,3.0,mar,20.0,wednesday
1,23468,2019-03-20,4,200.0,279.15999999999997,2019.0,3.0,mar,20.0,wednesday
1,23469,2019-03-20,22,103.98,253.36,2019.0,3.0,mar,20.0,wednesday
1,23470,2019-03-20,2,6.5,304.5,2019.0,3.0,mar,20.0,wednesday
1,23471,2019-03-20,1,6.5,125.5,2019.0,3.0,mar,20.0,wednesday
1,23472,2019-03-20,2,13.0,48.98,2019.0,3.0,mar,20.0,wednesday
1,23474,2019-03-20,1,6.5,125.5,2019.0,3.0,mar,20.0,wednesday
1,23475,2019-03-20,2,13.0,46.98,2019.0,3.0,mar,20.0,wednesday
1,23477,2019-03-20,2,6.5,164.5,2019.0,3.0,mar,20.0,wednesday
1,23478,2019-03-20,2,6.5,244.5,2019.0,3.0,mar,20.0,wednesday
1,23480,2019-03-20,1,6.5,125.5,2019.0,3.0,mar,20.0,wednesday
1,23481,2019-03-20,1,6.5,155.5,2019.0,3.0,mar,20.0,wednesday
1,23483,2019-03-20,1,6.5,8.49,2019.0,3.0,mar,20.0,wednesday
1,23484,2019-03-20,1,6.5,31.49,2019.0,3.0,mar,20.0,wednesday
2,23485,2019-03-20,4,26.0,91.96,2019.0,3.0,mar,20.0,wednesday
1,23487,2019-03-20,2,6.5,244.5,2019.0,3.0,mar,20.0,wednesday
1,23488,2019-03-20,1,6.5,85.5,2019.0,3.0,mar,20.0,wednesday
1,23503,2019-03-20,3,13.0,370.0,2019.0,3.0,mar,20.0,wednesday
1,23508,2019-03-20,1,6.5,85.5,2019.0,3.0,mar,20.0,wednesday
1,23510,2019-03-20,3,149.19,207.16,2019.0,3.0,mar,20.0,wednesday
1,23511,2019-03-20,2,99.46,178.44,2019.0,3.0,mar,20.0,wednesday
1,23512,2019-03-20,1,42.67,62.66,2019.0,3.0,mar,20.0,wednesday
1,23515,2019-03-20,2,13.0,41.980000000000004,2019.0,3.0,mar,20.0,wednesday
6,23520,2019-03-20,130,136.5,1112.2000000000003,2019.0,3.0,mar,20.0,wednesday
2,23527,2019-03-20,2,78.54,133.52,2019.0,3.0,mar,20.0,wednesday
1,23528,2019-03-20,3,6.5,303.5,2019.0,3.0,mar,20.0,wednesday
1,23530,2019-03-20,1,42.67,161.67000000000002,2019.0,3.0,mar,20.0,wednesday
1,23531,2019-03-20,1,6.5,46.49,2019.0,3.0,mar,20.0,wednesday
1,23532,2019-03-20,2,42.67,72.65,2019.0,3.0,mar,20.0,wednesday
1,23537,2019-03-20,1,6.5,155.5,2019.0,3.0,mar,20.0,wednesday
1,23538,2019-03-20,2,6.5,164.5,2019.0,3.0,mar,20.0,wednesday
1,23539,2019-03-20,3,19.5,35.08,2019.0,3.0,mar,20.0,wednesday
1,23540,2019-03-20,1,6.5,125.5,2019.0,3.0,mar,20.0,wednesday
1,23541,2019-03-20,162,52.0,1102.78,2019.0,3.0,mar,20.0,wednesday
1,23542,2019-03-20,10,150.0,289.9,2019.0,3.0,mar,20.0,wednesday
1,23543,2019-03-20,160,13.0,831.4,2019.0,3.0,mar,20.0,wednesday
1,23545,2019-03-20,2,13.0,50.98,2019.0,3.0,mar,20.0,wednesday
2,23546,2019-03-20,4,26.0,113.16,2019.0,3.0,mar,20.0,wednesday
1,23547,2019-03-20,1,6.5,125.5,2019.0,3.0,mar,20.0,wednesday
1,23554,2019-03-20,3,6.5,453.5,2019.0,3.0,mar,20.0,wednesday
1,23556,2019-03-20,1,15.75,134.75,2019.0,3.0,mar,20.0,wednesday
1,23561,2019-03-20,2,49.73,189.70999999999998,2019.0,3.0,mar,20.0,wednesday
1,23562,2019-03-20,1,42.67,241.67000000000002,2019.0,3.0,mar,20.0,wednesday
1,23563,2019-03-20,1,44.06,243.06,2019.0,3.0,mar,20.0,wednesday
1,23580,2019-03-20,1,6.5,155.5,2019.0,3.0,mar,20.0,wednesday
1,23594,2019-03-20,4,28.51,134.07,2019.0,3.0,mar,20.0,wednesday
1,23597,2019-03-20,1,6.5,155.5,2019.0,3.0,mar,20.0,wednesday
1,23601,2019-03-20,1,6.5,155.5,2019.0,3.0,mar,20.0,wednesday
1,23615,2019-03-20,7,176.24,244.17000000000002,2019.0,3.0,mar,20.0,wednesday
1,23623,2019-03-20,1,6.5,155.5,2019.0,3.0,mar,20.0,wednesday
1,23628,2019-03-20,1,15.75,134.75,2019.0,3.0,mar,20.0,wednesday
1,23641,2019-03-20,3,13.0,370.0,2019.0,3.0,mar,20.0,wednesday
1,23650,2019-03-20,1,6.5,36.89,2019.0,3.0,mar,20.0,wednesday
1,23651,2019-03-20,1,14.41,46.4,2019.0,3.0,mar,20.0,wednesday
2,23652,2019-03-20,3,19.5,76.47,2019.0,3.0,mar,20.0,wednesday
1,23673,2019-03-20,1,6.5,23.49,2019.0,3.0,mar,20.0,wednesday
1,23674,2019-03-20,2,13.0,31.979999999999997,2019.0,3.0,mar,20.0,wednesday
1,23678,2019-03-20,5,72.05,98.81,2019.0,3.0,mar,20.0,wednesday
1,23685,2019-03-20,2,6.5,244.5,2019.0,3.0,mar,20.0,wednesday
1,23694,2019-03-20,2,13.0,211.0,2019.0,3.0,mar,20.0,wednesday
1,23696,2019-03-20,2,13.0,24.490000000000002,2019.0,3.0,mar,20.0,wednesday
1,23697,2019-03-20,3,13.0,370.0,2019.0,3.0,mar,20.0,wednesday
1,23698,2019-03-20,2,6.5,304.5,2019.0,3.0,mar,20.0,wednesday
2,23699,2019-03-20,55,84.5,662.25,2019.0,3.0,mar,20.0,wednesday
1,23700,2019-03-20,1,6.5,62.49,2019.0,3.0,mar,20.0,wednesday
1,23701,2019-03-20,3,19.5,58.97999999999999,2019.0,3.0,mar,20.0,wednesday
1,23702,2019-03-20,2,6.5,244.5,2019.0,3.0,mar,20.0,wednesday
1,23703,2019-03-21,2,6.5,244.5,2019.0,3.0,mar,21.0,thursday
1,23705,2019-03-21,70,6.5,61.800000000000004,2019.0,3.0,mar,21.0,thursday
1,23706,2019-03-21,2,6.5,244.5,2019.0,3.0,mar,21.0,thursday
1,23707,2019-03-21,1,6.5,125.5,2019.0,3.0,mar,21.0,thursday
1,23708,2019-03-21,1,6.5,125.5,2019.0,3.0,mar,21.0,thursday
1,23709,2019-03-21,2,13.0,48.980000000000004,2019.0,3.0,mar,21.0,thursday
1,23711,2019-03-21,6,26.0,153.94,2019.0,3.0,mar,21.0,thursday
2,23712,2019-03-21,28,65.0,253.72,2019.0,3.0,mar,21.0,thursday
1,23715,2019-03-21,1,6.5,17.490000000000002,2019.0,3.0,mar,21.0,thursday
1,23718,2019-03-21,1,6.5,21.689999999999998,2019.0,3.0,mar,21.0,thursday
2,23719,2019-03-21,4,19.5,45.06,2019.0,3.0,mar,21.0,thursday
1,23720,2019-03-21,2,13.0,223.59,2019.0,3.0,mar,21.0,thursday
1,23721,2019-03-21,1,6.5,105.5,2019.0,3.0,mar,21.0,thursday
1,23722,2019-03-21,2,6.5,304.5,2019.0,3.0,mar,21.0,thursday
1,23723,2019-03-21,1,39.27,56.260000000000005,2019.0,3.0,mar,21.0,thursday
1,23724,2019-03-21,1,6.5,155.5,2019.0,3.0,mar,21.0,thursday
1,23725,2019-03-21,3,19.5,213.07,2019.0,3.0,mar,21.0,thursday
2,23726,2019-03-21,208,84.5,739.4200000000001,2019.0,3.0,mar,21.0,thursday
1,23727,2019-03-21,1,6.5,106.49,2019.0,3.0,mar,21.0,thursday
1,23728,2019-03-21,4,6.5,482.5,2019.0,3.0,mar,21.0,thursday
1,23729,2019-03-21,3,13.0,250.0,2019.0,3.0,mar,21.0,thursday
1,23731,2019-03-21,1,6.5,58.57,2019.0,3.0,mar,21.0,thursday
2,23732,2019-03-21,21,74.88000000000001,174.73,2019.0,3.0,mar,21.0,thursday
1,23734,2019-03-21,3,19.5,51.98,2019.0,3.0,mar,21.0,thursday
1,23735,2019-03-21,1,6.5,155.5,2019.0,3.0,mar,21.0,thursday
1,23736,2019-03-21,34,247.36000000000007,641.4200000000001,2019.0,3.0,mar,21.0,thursday
1,23737,2019-03-21,1,6.5,86.49,2019.0,3.0,mar,21.0,thursday
1,23738,2019-03-21,2,6.5,304.5,2019.0,3.0,mar,21.0,thursday
1,23739,2019-03-21,1,6.5,85.5,2019.0,3.0,mar,21.0,thursday
1,23740,2019-03-21,1,6.5,125.5,2019.0,3.0,mar,21.0,thursday
1,23741,2019-03-21,1,6.5,125.5,2019.0,3.0,mar,21.0,thursday
1,23742,2019-03-21,70,30.74,226.04000000000002,2019.0,3.0,mar,21.0,thursday
2,23743,2019-03-21,25,117.86,333.61,2019.0,3.0,mar,21.0,thursday
1,23744,2019-03-21,3,6.5,453.5,2019.0,3.0,mar,21.0,thursday
1,23746,2019-03-21,2,13.0,281.0,2019.0,3.0,mar,21.0,thursday
1,23747,2019-03-21,1,6.5,125.5,2019.0,3.0,mar,21.0,thursday
1,23748,2019-03-21,1,6.5,155.5,2019.0,3.0,mar,21.0,thursday
1,23749,2019-03-21,2,13.0,36.98,2019.0,3.0,mar,21.0,thursday
2,23750,2019-03-21,29,103.27999999999999,263.87,2019.0,3.0,mar,21.0,thursday
1,23751,2019-03-21,109,279.52,832.02,2019.0,3.0,mar,21.0,thursday
1,23752,2019-03-21,1,18.36,42.349999999999994,2019.0,3.0,mar,21.0,thursday
1,23754,2019-03-21,129,245.6,867.3500000000001,2019.0,3.0,mar,21.0,thursday
1,23755,2019-03-21,4,26.0,88.36,2019.0,3.0,mar,21.0,thursday
1,23757,2019-03-21,3,6.5,18.47,2019.0,3.0,mar,21.0,thursday
1,23758,2019-03-21,1,6.5,125.5,2019.0,3.0,mar,21.0,thursday
1,23759,2019-03-21,1,6.5,26.49,2019.0,3.0,mar,21.0,thursday
1,23761,2019-03-21,2,13.0,281.0,2019.0,3.0,mar,21.0,thursday
1,23762,2019-03-21,13,39.0,272.87,2019.0,3.0,mar,21.0,thursday
1,23763,2019-03-21,1,6.5,125.5,2019.0,3.0,mar,21.0,thursday
1,23764,2019-03-21,7,19.5,882.5,2019.0,3.0,mar,21.0,thursday
1,23766,2019-03-21,1,6.5,17.490000000000002,2019.0,3.0,mar,21.0,thursday
1,23767,2019-03-21,5,13.0,698.0,2019.0,3.0,mar,21.0,thursday
1,23768,2019-03-21,7,39.0,97.35,2019.0,3.0,mar,21.0,thursday
1,23769,2019-03-21,10,58.5,197.21,2019.0,3.0,mar,21.0,thursday
1,23770,2019-03-21,7,13.0,706.0,2019.0,3.0,mar,21.0,thursday
1,23771,2019-03-21,1,6.5,23.49,2019.0,3.0,mar,21.0,thursday
1,23773,2019-03-21,1,6.5,155.5,2019.0,3.0,mar,21.0,thursday
1,23774,2019-03-21,2,13.0,251.0,2019.0,3.0,mar,21.0,thursday
1,23775,2019-03-21,1,6.5,26.49,2019.0,3.0,mar,21.0,thursday
1,23776,2019-03-21,2,28.82,68.8,2019.0,3.0,mar,21.0,thursday
1,23777,2019-03-21,8,32.5,57.93,2019.0,3.0,mar,21.0,thursday
1,23778,2019-03-21,1,42.67,191.67000000000002,2019.0,3.0,mar,21.0,thursday
1,23779,2019-03-21,2,6.5,304.5,2019.0,3.0,mar,21.0,thursday
1,23780,2019-03-21,1,6.5,125.5,2019.0,3.0,mar,21.0,thursday
1,23781,2019-03-21,3,19.5,33.47,2019.0,3.0,mar,21.0,thursday
1,23782,2019-03-21,2,13.0,251.0,2019.0,3.0,mar,21.0,thursday
1,23783,2019-03-21,1,15.75,134.75,2019.0,3.0,mar,21.0,thursday
1,23784,2019-03-21,1,6.5,155.5,2019.0,3.0,mar,21.0,thursday
2,23785,2019-03-21,292,65.0,841.56,2019.0,3.0,mar,21.0,thursday
1,23786,2019-03-21,3,19.5,121.94999999999999,2019.0,3.0,mar,21.0,thursday
1,23787,2019-03-21,2,6.5,244.5,2019.0,3.0,mar,21.0,thursday
1,23788,2019-03-21,3,23.17,380.17,2019.0,3.0,mar,21.0,thursday
1,23789,2019-03-21,1,6.5,125.5,2019.0,3.0,mar,21.0,thursday
1,23791,2019-03-21,55,122.96000000000001,389.26,2019.0,3.0,mar,21.0,thursday
1,23792,2019-03-21,2,13.0,141.78,2019.0,3.0,mar,21.0,thursday
1,23793,2019-03-22,2,6.5,33.68,2019.0,3.0,mar,22.0,friday
1,23794,2019-03-22,3,6.5,363.5,2019.0,3.0,mar,22.0,friday
1,23795,2019-03-22,7,26.0,91.93,2019.0,3.0,mar,22.0,friday
1,23796,2019-03-22,7,72.48,138.41,2019.0,3.0,mar,22.0,friday
1,23797,2019-03-22,1,0.0,25.0,2019.0,3.0,mar,22.0,friday
1,23798,2019-03-22,1,0.0,25.0,2019.0,3.0,mar,22.0,friday
1,23799,2019-03-22,1,0.0,25.0,2019.0,3.0,mar,22.0,friday
1,23800,2019-03-22,1,0.0,25.0,2019.0,3.0,mar,22.0,friday
1,23802,2019-03-22,1,6.5,23.49,2019.0,3.0,mar,22.0,friday
1,23803,2019-03-22,3,6.5,363.5,2019.0,3.0,mar,22.0,friday
2,23804,2019-03-22,205,58.5,729.45,2019.0,3.0,mar,22.0,friday
1,23805,2019-03-22,1,20.85,119.84,2019.0,3.0,mar,22.0,friday
1,23806,2019-03-22,1,6.5,125.5,2019.0,3.0,mar,22.0,friday
1,23807,2019-03-22,2,6.5,244.5,2019.0,3.0,mar,22.0,friday
1,23808,2019-03-22,2,6.5,244.5,2019.0,3.0,mar,22.0,friday
1,23811,2019-03-22,3,6.5,18.47,2019.0,3.0,mar,22.0,friday
1,23812,2019-03-22,1,6.5,23.49,2019.0,3.0,mar,22.0,friday
1,23814,2019-03-22,8,19.5,911.5,2019.0,3.0,mar,22.0,friday
1,23815,2019-03-22,2,13.0,33.78,2019.0,3.0,mar,22.0,friday
1,23817,2019-03-22,100,19.5,202.5,2019.0,3.0,mar,22.0,friday
1,23818,2019-03-22,4,63.0,121.36,2019.0,3.0,mar,22.0,friday
1,23819,2019-03-22,1,6.5,8.49,2019.0,3.0,mar,22.0,friday
1,23820,2019-03-22,1,6.5,155.5,2019.0,3.0,mar,22.0,friday
1,23823,2019-03-22,2,6.5,14.48,2019.0,3.0,mar,22.0,friday
1,23824,2019-03-22,3,6.5,15.47,2019.0,3.0,mar,22.0,friday
1,23825,2019-03-22,4,13.0,75.36,2019.0,3.0,mar,22.0,friday
1,23826,2019-03-22,2,13.0,50.98,2019.0,3.0,mar,22.0,friday
1,23827,2019-03-22,1,6.5,34.489999999999995,2019.0,3.0,mar,22.0,friday
1,23828,2019-03-22,3,117.86,504.86,2019.0,3.0,mar,22.0,friday
1,23830,2019-03-22,120,47.160000000000004,1509.9600000000003,2019.0,3.0,mar,22.0,friday
1,23831,2019-03-22,24,39.0,246.76,2019.0,3.0,mar,22.0,friday
1,23832,2019-03-22,2,13.0,251.0,2019.0,3.0,mar,22.0,friday
1,23833,2019-03-22,135,19.5,558.15,2019.0,3.0,mar,22.0,friday
1,23834,2019-03-22,2,13.0,88.98000000000002,2019.0,3.0,mar,22.0,friday
