Customer ID,Predicted CLV (BG–NBD),Predicted CLV (Pareto–NBD),Predicted CLV (MBG–NBD),frequency,recency,T,monetary_value
17338,936.8390984985131,1524.385875650277,984.9006227569582,2.0,101.0,230.0,1224.565
14409,934.5147008932805,2019.0163110614735,1335.3066159865339,1.0,217.0,290.0,1858.99
13078,929.6553632388349,919.8231720510305,803.4811574315291,7.0,228.0,279.0,305.3314285714286
14312,922.0254339117246,1629.2710050376947,1220.6558776603736,1.0,134.0,153.0,1086.97
14438,920.2050209034965,660.7500234607044,846.8085085637427,1.0,1.0,1.0,365.3
12383,918.5680899151088,1253.1852124025916,878.1419668619596,3.0,72.0,171.0,745.4766666666668
14210,912.4026547327544,2186.3666542718834,1280.2341281673985,1.0,164.0,330.0,2479.87
12708,911.4427582325369,1478.298546415462,982.341235535752,2.0,179.0,302.0,1208.15
17368,904.7962749139615,1206.7881257015283,930.5036330872942,2.0,92.0,157.0,715.215
13047,901.4624053662398,1337.535899213001,1035.6618699767446,2.0,351.0,364.0,1057.85
13842,898.704577130461,1061.7483670987053,904.3989131597676,3.0,266.0,278.0,590.2933333333333
13324,889.1067654035161,1754.6851821063474,1237.8418011570202,1.0,190.0,224.0,1379.4
12553,884.00151620676,1136.0604669038676,899.8448995790045,2.0,54.0,123.0,672.355
17035,874.7100437168576,780.127078408913,961.0128433060445,1.0,1.0,25.0,539.76
17450,871.1617272719323,1442.6385544265559,926.343620807543,2.0,151.0,287.0,1207.6599999999999
15240,869.5781493585104,1856.302054696463,1269.280562351031,1.0,307.0,334.0,1769.71
15658,865.5391519808094,1072.586049612006,894.8754504730979,3.0,334.0,347.0,673.41
17214,860.9297240848733,1623.055628020942,1183.4944495335985,1.0,191.0,203.0,1197.18
13124,858.1321918359027,1068.4312242083479,1285.8535004404412,1.0,1.0,205.0,4082.8199999999997
15356,853.6413712938895,1860.4258018591709,845.0393772514998,3.0,71.0,292.0,2828.286666666667
12853,844.8486569034724,1026.1595101573373,974.5264413182531,1.0,16.0,44.0,608.11
17293,841.2982624237021,1618.0865995843164,1173.3935884239133,1.0,223.0,227.0,1246.63
13629,840.0244438653106,1512.7147348692185,1121.9709982798092,1.0,142.0,163.0,1033.59
14472,833.6968146745303,1415.2001538230238,926.3994720718009,2.0,38.0,183.0,1485.375
15854,830.7083508655696,1127.5319349491833,900.7212785149861,2.0,208.0,231.0,707.455
12726,825.8900235760703,1581.4373434165047,1124.4940031392268,1.0,143.0,187.0,1171.57
13141,815.8509835561846,680.012902983131,710.8137703259247,2.0,20.0,41.0,303.765
18109,811.1636369644261,1003.0192636000346,715.4227626068952,5.0,217.0,322.0,501.48199999999997
14443,805.0803368716562,1178.9356117589816,915.8133939636436,2.0,319.0,336.0,891.7850000000001
18116,803.656636227294,2131.4995616808,845.538661046281,5.0,80.0,248.0,2071.8900000000003
15002,801.1352998882138,1404.9619459186931,837.6296854360137,2.0,121.0,285.0,1318.2350000000001
17912,791.9191057910325,779.4351955259777,717.8989298707796,5.0,232.0,250.0,299.866
17581,787.3436230980004,1116.298300706598,767.1631085472966,3.0,218.0,340.0,787.4733333333334
17381,777.1292339111726,958.0567322251521,803.2876591664137,3.0,334.0,343.0,596.0300000000001
13199,771.6863262685057,776.9258706806983,709.4045447914373,5.0,259.0,277.0,314.446
14850,770.6367260545645,1592.4735853980994,1105.8786607095758,1.0,262.0,287.0,1396.8
14560,760.3502215226256,818.4465927838478,726.6989001773501,3.0,180.0,190.0,380.4266666666667
14744,751.6746864932563,901.4353742563828,752.4445060341026,3.0,250.0,278.0,506.73333333333335
12652,733.0535755767328,1003.7453367843533,768.5612560039445,2.0,42.0,129.0,676.01
15694,731.7879487962427,829.7002446615772,714.4667936745816,4.0,324.0,349.0,442.93
16523,730.5522641191972,732.1690605678592,886.3154349228507,1.0,1.0,44.0,608.97
13769,730.365859990492,957.0965518716001,712.5980904140151,3.0,197.0,284.0,586.6933333333334
17402,727.4147971596267,1176.2479009584627,787.8672081419792,2.0,190.0,310.0,961.9499999999999
18179,724.550610296312,1406.1911364974942,988.2095568338266,1.0,39.0,149.0,1306.38
15189,720.4180956728068,736.3607334647772,652.9669456265194,3.0,103.0,135.0,314.7
16191,707.6418206354342,620.1486316651407,593.2321989068146,8.0,191.0,219.0,160.9325
12766,703.0003305439459,1178.1226410685956,741.1165980643331,2.0,128.0,270.0,1001.31
16222,701.5769151233015,776.3345464171185,927.4821021593364,1.0,1.0,67.0,810.5699999999999
15514,701.0776587010644,1344.7199293973156,826.1510499883964,2.0,25.0,245.0,3132.6850000000004
15555,699.4881622616215,1393.2235364018804,716.9218157068883,2.0,76.0,306.0,2094.29
17223,699.0092246855712,1439.3834177982053,1005.1386161599333,1.0,274.0,291.0,1264.31
18085,696.0775327682919,1625.171292890908,1005.143526580242,1.0,236.0,360.0,1755.75
17236,695.7727289098856,1445.9277874442164,973.925379579279,1.0,171.0,240.0,1219.6799999999998
16670,686.4314503195058,961.6829329691499,651.7769865851577,3.0,93.0,201.0,594.0533333333333
12721,685.1850305218164,1603.34571998857,935.233805257784,1.0,85.0,263.0,1917.66
13097,675.3123360032913,1487.0162850215956,925.7089035260205,1.0,55.0,213.0,1718.55
16531,668.5555904626071,1359.622213047698,924.3955226798398,1.0,146.0,215.0,1100.62
12867,667.4456692901956,826.2953917004938,997.3965552924451,1.0,1.0,213.0,3381.2400000000002
15738,665.3094556258852,835.6849607333528,682.4697484522653,3.0,310.0,343.0,526.92
14083,647.4790219386807,1562.0057645154982,904.7027335370768,1.0,157.0,331.0,1808.83
15661,647.3462368516044,1225.741468736458,868.5209912583174,1.0,103.0,163.0,896.0
18198,644.7448703345827,1132.7665241954844,850.6224902204057,1.0,129.0,149.0,747.94
14770,633.9299388107157,755.2074213339016,895.0744703303561,1.0,1.0,94.0,1028.3400000000001
15856,632.9464685155094,1132.778324209035,661.2306509276564,2.0,90.0,259.0,1129.245
17211,626.5805650414193,1109.4416906388808,656.1425660937002,2.0,142.0,314.0,1068.9099999999999
17126,626.3365382602133,756.3682148508618,923.6246248360798,1.0,1.0,241.0,3915.4399999999996
13802,624.6496077116127,1221.61797526996,869.8147762466232,1.0,199.0,224.0,949.77
13969,622.631066022615,1334.664727532483,874.2203463201857,1.0,166.0,254.0,1184.59
15581,621.3481390802763,1118.3049795867935,647.3439925544435,2.0,96.0,269.0,1126.32
13767,620.9407794042974,995.9125177160186,511.3273026041124,8.0,225.0,362.0,461.3725
16891,612.4148189149159,659.4113055489341,843.9156593545218,1.0,1.0,333.0,6929.77
12872,611.974455192548,1353.3775705457742,854.4913256853768,1.0,142.0,257.0,1272.76
12662,611.7868069666913,1308.7386647603912,900.1113147894642,1.0,344.0,356.0,1281.53
15820,610.695780244063,701.6765104872368,834.6188032705332,1.0,1.0,79.0,824.0
13680,609.4863897085665,975.0841055328667,750.5104430127536,2.0,15.0,166.0,1451.365
12417,608.7501779820219,854.928902547228,636.5894718304337,2.0,114.0,188.0,540.105
14320,607.744802963719,851.9441481280123,638.1514780908586,2.0,46.0,137.0,582.915
13506,605.6974492649355,885.4675379122848,682.7229662130388,2.0,289.0,318.0,653.5450000000001
13310,600.1872460995659,729.2713711806979,616.3398356633136,2.0,30.0,99.0,448.19
16775,599.7886490107699,1356.9955586145163,843.0087916165647,1.0,158.0,282.0,1336.8600000000001
15939,595.7958960042347,593.2602177801094,537.3145861827692,3.0,106.0,130.0,246.17333333333332
14031,591.8312495064106,739.7777058787552,550.5231555370891,4.0,239.0,336.0,420.57500000000005
17324,591.6379087028548,1342.044618406782,826.6223823929234,1.0,142.0,273.0,1332.79
15602,589.0694218966256,606.1200040638081,541.0630709169502,5.0,258.0,288.0,252.442
16618,583.0295090593337,688.6343634743251,816.8000321918043,1.0,1.0,90.0,901.0
18260,580.9250897388359,842.292188072511,607.9132530880885,2.0,105.0,192.0,556.975
13458,574.9127559306735,778.2842666366199,520.1624872546236,4.0,104.0,208.0,411.3025
12583,570.3694792534923,1363.5706128227387,815.9342315578023,1.0,213.0,364.0,1539.8
15279,567.8271171736108,1320.575005271477,774.3581421231626,1.0,78.0,256.0,1595.7600000000002
15831,560.543914107418,674.3068743619233,798.5645763836427,1.0,1.0,99.0,963.4000000000001
16918,550.0967849213426,588.2895926130033,705.873029467811,1.0,1.0,58.0,560.25
14696,549.8544252379933,883.4158484744221,609.513794027763,2.0,245.0,352.0,741.895
17428,548.8626459266131,790.5670397856824,490.4907553630457,4.0,166.0,302.0,494.72749999999996
17017,544.739790569919,1102.247119412561,478.2377165127951,4.0,135.0,348.0,1161.37
14175,540.9937418593872,731.3368678974466,571.8054421992094,2.0,35.0,122.0,502.895
12951,535.0967745448203,973.4757033986182,710.7145238058577,1.0,47.0,127.0,748.5699999999999
13659,532.1024846743246,622.6437509211793,739.1939935403955,1.0,1.0,86.0,782.56
14395,527.9980131784031,1241.478117000735,750.9609065280894,1.0,193.0,335.0,1338.8899999999999
15384,522.4822902854462,1290.5202859211356,714.0666037559841,1.0,126.0,335.0,1685.77
13815,521.9014437832111,585.3535592287775,698.1812632479615,1.0,1.0,71.0,634.0
13576,516.2323034074009,642.3185337090196,533.4576108796197,3.0,332.0,349.0,404.49666666666667
16843,510.8881347542797,630.4860577430817,745.6864196488722,1.0,1.0,116.0,1061.99
12747,507.8648596481575,789.9109201906281,556.6707987426056,2.0,211.0,305.0,610.8
12793,507.3221664290652,1191.2852716713553,718.6609978119152,1.0,182.0,326.0,1277.98
14779,507.31345474885643,714.3109850089212,701.5794111734216,1.0,6.0,95.0,771.79
12839,503.9591035688088,927.8727613542796,522.5920871620154,2.0,96.0,281.0,995.675
14625,498.0924230647588,1236.2587654636366,671.696243611458,1.0,109.0,335.0,1751.42
17377,496.0817650478657,833.5215682017763,432.4136796732278,4.0,174.0,359.0,671.8149999999999
14309,492.78468174454946,639.0205388701081,523.6216988041674,2.0,181.0,197.0,370.16499999999996
17001,485.7227086362998,981.616879974061,666.4381128036428,1.0,126.0,201.0,784.64
13269,480.8098251164254,1181.4286151996464,644.9268477457957,1.0,93.0,320.0,1726.8999999999999
13126,480.32057844575627,794.9875676247846,509.0254264951811,2.0,141.0,277.0,660.47
16059,479.49725022099835,1078.2561962834084,676.8101275676705,1.0,170.0,286.0,1048.23
17358,478.899857421092,603.4304411860046,720.8021738891093,1.0,1.0,182.0,1880.08
16839,462.9998342825873,521.0751801525482,445.6033273245378,4.0,287.0,321.0,266.61
15983,461.0770354746211,851.5062800841073,418.46600534421435,3.0,141.0,360.0,929.4033333333333
17419,460.9792401792576,1019.9489570851999,652.4199234476927,1.0,180.0,282.0,961.87
16124,456.5785416777233,596.9742423513735,563.6047282724054,1.0,12.0,59.0,413.78999999999996
18061,455.8345315115683,990.9925299981484,644.1264603537741,1.0,180.0,271.0,904.0
14466,455.66401542889594,965.6076178888623,667.5684070074117,1.0,332.0,342.0,921.01
17059,453.3865687920245,499.15111785292913,633.195622735925,1.0,1.0,317.0,4667.62
17530,449.45408847210365,535.3938135694784,657.6684237316556,1.0,1.0,254.0,3079.41
17888,448.80351739709386,877.7045779779904,611.2348934856257,1.0,126.0,187.0,666.2
12775,446.5272503617894,449.8358368530555,470.83525404953065,1.0,10.0,23.0,242.6
14404,446.04172894276616,1011.5964499052786,633.7833817507826,1.0,188.0,304.0,1004.67
16928,445.9246059078017,1008.2659050149517,648.6855616106212,1.0,263.0,352.0,1033.0
17412,440.86180857064295,1079.4822389752196,610.3696799213374,1.0,145.0,337.0,1320.75
12422,437.67411836656265,530.208866373403,627.604434839,1.0,1.0,103.0,786.12
18229,431.5773458240051,706.9937719718985,473.79748905345474,2.0,227.0,350.0,606.55
18004,431.56827379402074,523.7416567234293,638.1565586661122,1.0,1.0,236.0,2599.24
12348,424.6652010315264,848.0537869400182,579.9493951179887,1.0,119.0,192.0,665.09
14898,424.1593242829871,586.6820670102011,414.744424821947,3.0,216.0,326.0,396.01666666666665
15373,412.97588394733407,530.0706175030003,415.97543028460296,3.0,265.0,327.0,332.9966666666666
13098,409.1365676335453,459.0783630466575,526.2252459828558,1.0,2.0,60.0,420.99
17069,400.1361645582182,702.1692043867841,424.862727459465,2.0,180.0,350.0,673.1650000000001
15485,394.0959409890777,936.072814652546,563.529296146758,1.0,210.0,356.0,1037.25
14449,393.6827918336386,419.1183218344238,538.8013931486346,1.0,1.0,341.0,4661.0
17364,392.72162039873865,718.7418842278076,528.4579590751347,1.0,36.0,128.0,602.0
13418,390.6246083546794,729.3795891119565,401.8871526489107,2.0,141.0,347.0,811.46
14907,387.1298167707671,766.6268420095404,403.8235717225159,2.0,65.0,286.0,1157.0649999999998
16019,380.4341310827869,534.4603404441677,414.31840279007116,2.0,206.0,247.0,349.975
14639,379.4074836245267,719.1684232367448,428.87032581808126,2.0,35.0,229.0,1150.2050000000002
13117,376.9798411700831,582.4792027434761,422.4963063861349,2.0,267.0,342.0,462.95000000000005
16145,374.26475897137544,601.2070158910161,363.6658345422163,3.0,77.0,212.0,450.01
14401,374.03278236837804,733.6935029165679,517.1436987230254,1.0,172.0,212.0,563.1700000000001
16350,371.0968929195065,842.0891630613507,513.7674445165251,1.0,117.0,257.0,847.55
12997,370.9887531462541,494.78026179053313,448.9208141827527,1.0,18.0,58.0,312.39
15093,367.09369226017145,635.4624914876327,390.36588613159637,2.0,174.0,335.0,588.175
16938,364.2381381960723,289.8591264817146,363.9776259652103,1.0,1.0,11.0,171.14999999999998
17346,356.1382860933233,666.7540833063904,366.1650839750063,2.0,145.0,354.0,748.5400000000001
13756,355.7152055681662,677.0183053768121,367.7267538670289,2.0,85.0,286.0,818.2249999999999
17457,353.05387544968374,631.4562785323736,472.2070150889143,1.0,155.0,166.0,425.01
17917,347.66130232386445,420.6769753319528,513.2483336813503,1.0,1.0,239.0,2138.85
18095,344.2099849651567,598.5512758871834,449.3267038001279,1.0,103.0,135.0,387.96
15465,342.53512834298056,454.67112580730947,339.86913528234555,3.0,237.0,324.0,293.2166666666667
16983,340.49448070071827,752.2630687048741,490.5691246618009,1.0,236.0,317.0,724.0
16550,340.1522207987902,386.6501123554516,484.2348813899157,1.0,1.0,293.0,3018.8199999999997
12600,337.17944728776195,414.2131684860353,346.3275841509001,3.0,315.0,330.0,251.53333333333333
16402,336.85874363140886,373.90038119057795,472.76676957088245,1.0,1.0,311.0,3342.84
17449,335.637721279606,416.4410095348645,502.105058713828,1.0,1.0,210.0,1657.1399999999999
17259,334.37591338023356,378.60915862351334,474.9096023352888,1.0,1.0,296.0,3024.2
16244,332.2862587055269,351.23671608752113,452.8138187297799,1.0,1.0,346.0,4045.71
17988,330.28693439401223,405.5544088152627,479.72002558082454,1.0,1.0,112.0,654.62
12559,328.9974332128732,486.08820064371196,399.2903608113365,1.0,60.0,80.0,273.18
12647,325.7389620680651,578.0815237957304,302.6937000129331,3.0,121.0,309.0,549.45
15574,325.114464729358,600.344979678726,335.9162418178167,2.0,140.0,338.0,644.9250000000001
16353,323.43281438533495,318.3082669897898,297.05177295259693,6.0,308.0,319.0,120.8
13370,321.58765665807874,664.7283061173043,325.64653519489775,2.0,67.0,334.0,1350.3400000000001
12585,321.2296514088123,549.6778081745268,466.52150234419094,1.0,10.0,170.0,970.17
17158,319.604287206489,394.44246786960485,476.85554688681646,1.0,1.0,217.0,1666.43
12621,316.5335169551758,590.8622932347931,331.06337605182284,2.0,76.0,263.0,677.59
15271,313.53638381490646,723.0256193685077,431.1183951211906,1.0,100.0,258.0,779.86
17790,311.4844710055425,587.4451893872157,330.42516546346667,2.0,62.0,251.0,726.4350000000001
17094,310.76627297993326,486.5276986137012,402.81740248952485,1.0,23.0,88.0,357.0
17744,309.94930556960605,392.58074376580265,278.51786488179874,4.0,104.0,196.0,192.0975
12427,309.05235207231095,743.6842073099632,433.1467300650154,1.0,163.0,333.0,849.0
15298,305.7574003365498,413.15521398418895,293.8049220896423,3.0,167.0,269.0,256.18
12725,304.08996840093766,330.65044088745213,421.5240648378205,1.0,1.0,326.0,3299.84
16893,298.96202664281265,346.7358888550951,430.7035094789189,1.0,1.0,277.0,2391.7
16717,297.5236709740929,600.7057147619731,423.06702648889393,1.0,247.0,265.0,499.04
15415,296.63230818948625,286.0016430888818,348.1531504231452,1.0,1.0,37.0,217.69
13593,295.68102247425844,373.1830597560176,442.30494078615806,1.0,1.0,147.0,841.0699999999999
14496,295.60959449535414,637.5031736931204,433.9485686280825,1.0,325.0,352.0,621.27
15291,291.1733247632048,334.3968134417663,267.20043059882204,5.0,286.0,364.0,165.296
17288,288.8245574002495,606.767497190335,394.68899750898845,1.0,85.0,196.0,535.35
15090,288.1410033319108,218.43644307761244,276.79468654497515,1.0,1.0,6.0,121.3
15502,287.45265216749914,518.1100272335624,388.21849615481386,1.0,15.0,305.0,2108.08
14729,284.5082497527616,295.57032476697384,383.6660890579107,1.0,1.0,358.0,3701.57
17897,284.14919488791173,589.5432010694423,281.0713971986914,2.0,79.0,359.0,1193.7
17569,283.16608540868725,354.9713879260194,420.0467760192383,1.0,1.0,133.0,700.4300000000001
14825,282.9577584511333,533.8890015796002,291.2440936661791,2.0,98.0,298.0,616.7950000000001
13939,281.9837381732679,279.08776672708143,304.3692266696294,1.0,6.0,25.0,161.04
14867,280.97141779524526,654.5578124208034,393.9649011436261,1.0,154.0,300.0,686.33
12691,278.3731987731387,329.97527124247944,261.44040213295375,3.0,121.0,186.0,166.02
18092,278.2377858070062,402.01986573864605,263.9494953324233,3.0,140.0,264.0,268.09
14217,276.0566100752387,296.21979644192163,261.1650189062131,4.0,248.0,270.0,136.42000000000002
17191,273.9480357133627,312.1983012771687,390.5856790898927,1.0,1.0,291.0,2399.15
16710,271.69723317725663,653.6146443064868,365.7209291577638,1.0,79.0,293.0,928.16
14961,265.05510848866606,590.0628515079255,362.89229712202956,1.0,69.0,221.0,636.0
13859,261.90848703163584,320.2584371352275,378.8895726836314,1.0,1.0,109.0,500.54
14985,261.0931051539089,327.73072594190666,392.55073830775444,1.0,1.0,191.0,1102.95
17082,260.8455538578536,287.62407087568647,343.7719104838647,1.0,1.0,66.0,292.79
15281,257.8392569031429,482.99418500457267,345.0111545620278,1.0,50.0,137.0,381.03
16143,257.35354682522154,461.2970341260924,267.98501473636736,2.0,128.0,305.0,454.64
15100,252.23983831476605,326.9229535138673,221.98937657373844,5.0,241.0,364.0,178.002
14229,250.2718552580769,308.89401971091525,253.22767136443767,2.0,98.0,139.0,163.55
12944,248.1784242231797,313.0277269904083,373.59512888803636,1.0,1.0,179.0,945.89
16134,247.05557823516057,448.4007282236083,281.19355237288994,2.0,33.0,206.0,615.145
17198,246.72019091024453,506.4786749328089,250.59332553951202,2.0,69.0,327.0,952.71
13448,244.5541764708708,468.1294021915546,248.66415597914582,2.0,138.0,362.0,564.81
13090,241.01334972913486,298.601255077298,226.2412231841408,4.0,257.0,349.0,169.9375
16233,235.8445713131859,338.5509696858714,224.23091078399483,3.0,149.0,272.0,225.17999999999998
14594,233.49973871412374,243.6362678043728,315.70978198690864,1.0,1.0,355.0,2986.91
16539,231.93679496909255,571.2546418917925,322.496314061896,1.0,158.0,352.0,701.6700000000001
17194,229.04621721627265,281.7578313878673,341.16683126042057,1.0,1.0,221.0,1229.55
13396,227.93280576467203,338.6885887874556,279.08493478347293,1.0,43.0,77.0,198.0
13295,227.01106988894767,560.7125758469142,310.2517093967971,1.0,126.0,335.0,728.34
15894,225.1037983423764,250.53146181130626,316.435269260273,1.0,1.0,309.0,2204.38
15823,223.84201087471115,533.4212350976964,316.74633184714617,1.0,183.0,339.0,589.59
16997,223.7338486354408,355.24917027216236,281.2611475743792,1.0,95.0,107.0,205.67
14113,223.0004779072805,241.1502076202235,210.20143364001544,3.0,152.0,178.0,109.63333333333333
17990,220.0083874198665,495.7255358068413,300.7517334790248,1.0,58.0,230.0,606.1800000000001
14901,216.29812321283453,462.6542887887189,191.60977307337592,4.0,126.0,347.0,536.63
12393,210.85336901500364,364.6130713129989,298.3118624270611,1.0,14.0,136.0,437.94
15167,210.3271206475374,245.5122257733636,291.54068345326385,1.0,1.0,85.0,301.15
13838,207.66954801647856,226.43666443136806,288.35024923738223,1.0,1.0,324.0,2224.85
15769,206.3846561009944,349.1075105996099,221.00295076298787,2.0,179.0,326.0,306.815
12395,206.38163067141738,359.41214952491373,218.17468245844952,2.0,161.0,325.0,333.25
14618,204.0831368361382,473.0507172207507,281.552279950101,1.0,111.0,268.0,504.64
16795,200.13238574014233,237.34542950454443,292.1000472710696,1.0,1.0,258.0,1405.82
14419,199.76896701400491,238.74294415913616,292.85934585549415,1.0,1.0,251.0,1336.18
13784,196.27162422052038,231.69660733337741,196.9974642856488,2.0,109.0,132.0,115.44
16955,194.93356603801953,291.31886548842925,187.0989093261639,3.0,208.0,355.0,220.24
14341,194.8348416785271,254.58071848230387,249.30740975357062,1.0,8.0,66.0,198.0
15716,190.3088087537679,209.23157967099056,265.5646344604217,1.0,1.0,318.0,1966.78
12370,188.89241172519706,398.8324939257079,262.1603974840076,1.0,30.0,219.0,635.3
18219,187.88702870690082,455.3410831373357,252.46046373898986,1.0,83.0,302.0,652.73
13599,187.8068844885586,254.53215417592548,168.7725360039005,4.0,161.0,279.0,144.665
16701,186.73767107571962,305.39513288041707,196.28081002094945,2.0,100.0,231.0,244.885
13369,185.2945978767867,433.28049777343847,253.131764460606,1.0,87.0,263.0,506.99
12829,185.10421121832297,273.11402570037956,195.32997543901615,2.0,124.0,213.0,183.135
16722,184.75567874951918,364.4771070595949,190.85828226863623,2.0,73.0,294.0,523.04
18168,184.24639177381945,347.5905318978896,188.6287254368983,2.0,126.0,335.0,396.985
17865,183.98985263094428,420.8129358404214,250.61414098294404,1.0,58.0,244.0,553.0
15107,183.28542987207345,184.62964027267955,168.85943958628218,6.0,319.0,341.0,72.74499999999999
13742,181.69550162197424,210.4703128841154,250.12764587663162,1.0,1.0,82.0,249.5
14032,181.42704456700216,342.7904948156559,166.89719392340376,4.0,107.0,277.0,285.85749999999996
13862,179.2471419961413,307.5675425916778,252.81003851098546,1.0,14.0,132.0,357.0
14525,178.4583694575527,384.31311580065886,246.2476395852417,1.0,113.0,224.0,341.53999999999996
15021,176.41489801321396,307.45016183346473,225.62757285605264,2.0,11.0,287.0,1762.845
13426,172.63772566187177,376.8922402708057,236.67529003576328,1.0,56.0,207.0,413.08000000000004
14133,164.21727304662593,202.0385693224577,184.01677405118215,1.0,31.0,44.0,100.91
13758,162.5791448890519,274.7764013945174,176.6104673387517,2.0,215.0,360.0,246.275
15838,161.64125137647494,237.96370364039794,183.9681837086601,2.0,319.0,340.0,178.72
13225,160.0367686297401,361.76565354399975,219.0430885863456,1.0,75.0,233.0,394.82
14487,156.72700401501857,177.92107600090966,222.942128018619,1.0,1.0,294.0,1395.8600000000001
12637,154.31870098297648,251.25579929689928,197.51160278784218,1.0,40.0,96.0,164.55
13021,151.33305820450465,349.3107107865258,205.15317989521182,1.0,56.0,257.0,500.24
16016,149.36282777820253,232.60573714516084,201.29892411074252,2.0,6.0,275.0,1575.45
16065,146.67768914142542,173.3630299771924,213.662131207438,1.0,1.0,261.0,1049.96
18097,144.34687941597443,226.35273002518505,212.68225354192617,1.0,6.0,174.0,477.95
16112,144.05155374796456,282.56089818712474,200.93004562709157,1.0,27.0,164.0,325.75
14739,140.68308961210118,245.28524007539764,147.2501215819303,2.0,121.0,282.0,224.035
14741,139.37812861469126,348.5675259514848,188.05513947047945,1.0,117.0,348.0,493.41999999999996
14057,137.69456649534808,214.7414870953904,201.02536463951722,1.0,6.0,220.0,663.47
12524,137.54766600322904,173.12110803378008,204.9975356419886,1.0,1.0,140.0,361.38
14176,137.30226660930944,218.2406144461634,147.88782500321543,2.0,173.0,286.0,168.285
15312,135.45926945513017,170.9067484582653,203.9187393418078,1.0,1.0,178.0,508.5
18119,129.20832859120412,148.18911773304282,184.91861166738443,1.0,1.0,286.0,1092.03
15811,125.42628826960046,291.7418625217961,170.5992190538114,1.0,70.0,256.0,366.96000000000004
15213,124.77254666279278,222.21831748453727,164.06291292536838,1.0,52.0,122.0,155.98
16607,120.67568781153525,209.9184929918775,150.33082758874292,2.0,16.0,202.0,428.05
16122,117.7084803042456,268.86630147427144,164.37968580746139,1.0,141.0,277.0,265.6
12748,112.82039414008639,2013.71870673441,180.46961397161266,33.0,250.0,357.0,2259.3727272727274
16455,112.23902913140927,276.84331557809213,151.10866063902716,1.0,101.0,325.0,388.06
16718,112.01740647157395,123.99867268782185,156.95606813237225,1.0,1.0,313.0,1120.33
17287,110.60498809112651,262.6097076083717,142.67448904061652,1.0,59.0,344.0,576.49
17848,110.31622806447926,142.14004972860806,116.80193084156049,2.0,176.0,192.0,78.65
15996,109.36013032128491,128.36360818884788,158.66166780810352,1.0,1.0,267.0,813.77
16306,107.79334321648751,250.54675144603488,149.7511431554564,1.0,130.0,282.0,259.88
12980,107.77294625398834,175.91649409511513,113.94353184212966,2.0,70.0,200.0,143.1
17827,107.5425564263749,224.6893850259876,191.68358130941365,3.0,3.0,252.0,2278.2266666666665
15012,106.67623208909018,110.98495968490138,143.9818186329833,1.0,1.0,357.0,1375.77
17048,104.90220779234402,192.01769647854258,140.31926340978205,1.0,41.0,128.0,149.0
16735,104.80086123896378,132.13318397819117,156.54065752807472,1.0,1.0,144.0,284.83
16817,104.53636289762564,203.01976264081992,107.90710471044173,2.0,79.0,291.0,265.75
17809,103.18373507789173,215.6867351793035,130.4151467203908,1.0,33.0,363.0,794.04
16385,101.32713846849822,118.23227774160875,146.49851526237728,1.0,1.0,272.0,779.37
17306,98.98733064725522,132.40450575702712,102.70415797426072,2.0,114.0,172.0,75.285
13725,98.68603420960503,77.06915712058252,97.10937920507659,1.0,1.0,9.0,39.33
17491,96.4668457722,214.86239894892537,136.4922528468779,1.0,178.0,285.0,199.43
13455,95.66207874781378,213.78802982046284,134.11931778669654,1.0,152.0,270.0,199.13
14896,95.48133729027634,112.72376033539969,138.99356451320867,1.0,1.0,262.0,685.6700000000001
16858,93.27211809289663,202.9537903786917,123.54928100870326,1.0,34.0,302.0,506.0
12877,92.01431295096721,196.0668364656961,125.82950545796436,1.0,77.0,199.0,176.98
16638,91.77137965790801,148.12979833761776,99.08567032570211,2.0,182.0,302.0,116.955
14766,91.26658582548663,185.4224976563051,91.01612699458845,2.0,90.0,347.0,303.03499999999997
16442,90.39003238575577,111.00413729088851,134.51786363666244,1.0,1.0,223.0,488.31
16042,90.27481501874611,149.9321983877724,98.16731162181961,2.0,209.0,343.0,127.5
16235,89.18934648455428,153.03869182027233,125.79258931791051,1.0,14.0,132.0,173.99
12967,88.85723576245164,162.20457150010174,92.22919925539179,2.0,143.0,334.0,166.1
16133,86.71815877436946,120.57326177436683,107.04703947459167,1.0,19.0,65.0,73.56
13233,86.63402621590318,109.37471180697702,129.6529620761772,1.0,1.0,148.0,243.7
15392,86.63045686135249,156.72931313910388,105.26677655990292,2.0,20.0,213.0,311.46500000000003
13162,84.48813435941784,150.06945672130428,119.95796917260122,1.0,15.0,146.0,185.98
15953,83.88118189834927,193.0704299745061,118.58480001048572,1.0,174.0,305.0,191.48
16520,83.62835582918524,98.95526713502173,121.89966547110669,1.0,1.0,260.0,591.4
13284,81.38320979189632,148.94398095766869,109.51168134298922,1.0,36.0,128.0,119.0
17838,78.95531805384225,160.70722709866394,79.20122136841691,2.0,83.0,338.0,268.68499999999995
16393,78.59930861144872,177.44813660474307,77.22766622080931,3.0,72.0,311.0,309.82
17857,78.33730578733214,183.39011984638375,106.26828810377819,1.0,69.0,263.0,238.0
15038,76.62154854543576,83.66170463516885,106.47826564207857,1.0,1.0,323.0,811.46
13209,74.98869311576271,116.73023374205934,79.25928594660441,2.0,123.0,233.0,83.25500000000001
12557,73.28371237918705,121.89016929222012,79.25200092068548,2.0,196.0,332.0,102.32
