"transaction_date","transaction_id","customer_id","customer_gender","customer_location","customer_tenure_months","produkt_sku","product_category","quantity","avg_price","delivery_charges","revenue","coupon_status","discount_pct","gst_onsale","daily_offline","daily_online","transaction_month","transaction_month_str","AOV_segment"
2019-05-04,"27,216","15,570",F,New Jersey,34,GGOEGAEB084514,Apparel,1,41.99,6,47.99,Clicked,20,0.18,"3,000","2,407.55",5,may,High
2019-05-04,"27,215","15,570",F,New Jersey,34,GGOEGAEB084516,Apparel,3,33.59,6,106.77,Clicked,20,0.18,"3,000","2,407.55",5,may,High
2019-05-04,"27,215","15,570",F,New Jersey,34,GGOEGAEB084515,Apparel,4,33.59,6,140.36,Used,20,0.18,"3,000","2,407.55",5,may,High
2019-05-04,"27,214","15,570",F,New Jersey,34,GGOEGAYQ068926,Apparel,1,24.64,6,30.64,Not Used,20,0.18,"3,000","2,407.55",5,may,High
2019-05-04,"27,214","15,570",F,New Jersey,34,GGOEGALQ036614,Apparel,1,11.19,6,17.19,Not Used,20,0.18,"3,000","2,407.55",5,may,High
2019-05-04,"27,214","15,570",F,New Jersey,34,GGOEGAEQ027915,Apparel,1,13.59,6,19.59,Clicked,20,0.18,"3,000","2,407.55",5,may,High
2019-05-05,"27,356","17,211",F,Illinois,29,GGOEGALQ034216,Apparel,1,15.19,6,21.19,Clicked,20,0.18,"3,000","1,177.76",5,may,High
2019-05-29,"29,088","12,748",F,Illinois,28,GGOEGAAB033814,Apparel,1,10.63,6,16.63,Clicked,20,0.18,500,670.64,5,may,Medium-High
2019-05-05,"27,322","17,218",F,Illinois,31,GGOEGAAJ032815,Apparel,1,11.19,6,17.19,Clicked,20,0.18,"3,000","1,177.76",5,may,Medium-Low
2019-05-29,"29,086","12,748",F,Illinois,28,GGOEAAXC066429,Apparel,1,13.59,6,19.59,Used,20,0.18,500,670.64,5,may,Medium-High
2019-05-05,"27,355","17,211",F,Illinois,29,GGOEGAEB084515,Apparel,1,33.59,6,39.59,Clicked,20,0.18,"3,000","1,177.76",5,may,High
2019-05-29,"29,086","12,748",F,Illinois,28,GGOEAAAJ032914,Apparel,1,11.19,6,17.19,Clicked,20,0.18,500,670.64,5,may,Medium-High
2019-05-05,"27,322","17,218",F,Illinois,31,GGOEGAAJ080715,Apparel,1,11.19,6,17.19,Not Used,20,0.18,"3,000","1,177.76",5,may,Medium-Low
2019-05-25,"28,916","15,983",M,New York,25,GGOEAAAJ031913,Apparel,1,10.63,6,16.63,Clicked,20,0.18,"1,000","2,565.75",5,may,Medium-High
2019-05-05,"27,322","17,218",F,Illinois,31,GGOEGAXJ065528,Apparel,1,9.51,6,15.51,Clicked,20,0.18,"3,000","1,177.76",5,may,Medium-Low
2019-05-29,"29,086","12,748",F,Illinois,28,GGOEAAAB034914,Apparel,1,15.99,6,21.99,Clicked,20,0.18,500,670.64,5,may,Medium-High
2019-11-18,"43,788","13,694",F,California,44,GGOEGADB059618,Apparel,1,15,6,21,Used,20,0.18,"4,000","2,825.78",11,nov,Medium-Low
2019-11-18,"43,788","13,694",F,California,44,GGOEGALJ036416,Apparel,1,4.8,6,10.8,Used,20,0.18,"4,000","2,825.78",11,nov,Medium-Low
2019-11-18,"43,788","13,694",F,California,44,GGOEGAXB089228,Apparel,1,15.99,6,21.99,Not Used,20,0.18,"4,000","2,825.78",11,nov,Medium-Low
2019-11-05,"42,677","16,782",F,New York,45,GGOEGHPB071610,Apparel,1,10.99,6,16.99,Not Used,20,0.18,"3,500","2,019.94",11,nov,Low
2019-11-15,"43,488","16,725",F,Illinois,48,GGOEGATJ060515,Apparel,1,15,6,21,Clicked,20,0.18,"4,000",737.08,11,nov,Low
2019-11-05,"42,670","16,782",F,New York,45,GGOEGAYR068225,Apparel,1,15.19,6,21.19,Clicked,20,0.18,"3,500","2,019.94",11,nov,Low
2019-11-05,"42,670","16,782",F,New York,45,GGOEGALJ073314,Apparel,1,15.19,6,21.19,Used,20,0.18,"3,500","2,019.94",11,nov,Low
2019-11-06,"42,685","16,782",F,New York,45,GGOEAAAB034817,Apparel,1,15.99,6,21.99,Clicked,20,0.18,"3,500","2,546.6",11,nov,Low
2019-11-15,"43,488","16,725",F,Illinois,48,GGOEGAPC058812,Apparel,1,19,6,25,Clicked,20,0.18,"4,000",737.08,11,nov,Low
2019-11-28,"45,060","17,068",F,Washington DC,31,GGOEGAAB010513,Apparel,1,8.49,6,14.49,Clicked,20,0.18,"3,000","1,375.26",11,nov,Medium-Low
2019-11-28,"45,060","17,068",F,Washington DC,31,GGOEGAEC090714,Apparel,1,21.99,6,27.99,Used,20,0.18,"3,000","1,375.26",11,nov,Medium-Low
2019-11-03,"42,512","14,733",M,New York,30,GGOEGALL074616,Apparel,1,4.25,6,10.25,Used,20,0.18,"2,000","2,294.09",11,nov,High
2019-11-19,"43,844","17,965",F,Illinois,7,GGOEGALJ036416,Apparel,1,4.8,6,10.8,Clicked,20,0.18,"2,500","1,915.27",11,nov,Low
2019-11-15,"43,475","15,311",F,Illinois,40,GGOEGALJ073316,Apparel,1,15.19,6,21.19,Used,20,0.18,"4,000",737.08,11,nov,Medium-High
2019-11-15,"43,475","15,311",F,Illinois,40,GGOEGAAC035017,Apparel,1,15.99,6,21.99,Clicked,20,0.18,"4,000",737.08,11,nov,Medium-High
2019-11-19,"43,844","17,965",F,Illinois,7,GGOEYAEJ029517,Apparel,1,3.8,6,9.8,Clicked,20,0.18,"2,500","1,915.27",11,nov,Low
2019-11-19,"43,851","17,965",F,Illinois,7,GGOEGADB059618,Apparel,1,18.75,6,24.75,Clicked,20,0.18,"2,500","1,915.27",11,nov,Low
2019-11-19,"43,851","17,965",F,Illinois,7,GGOEGADJ057118,Apparel,1,27.5,6,33.5,Used,20,0.18,"2,500","1,915.27",11,nov,Low
2019-11-03,"42,512","14,733",M,New York,30,GGOEGAEJ028016,Apparel,1,4.25,6,10.25,Not Used,20,0.18,"2,000","2,294.09",11,nov,High
2019-11-19,"43,855","17,965",F,Illinois,7,GGOEGAXB089229,Apparel,1,15.99,6,21.99,Clicked,20,0.18,"2,500","1,915.27",11,nov,Low
2019-11-19,"43,855","17,965",F,Illinois,7,GGOEGAXL089429,Apparel,1,15.99,6,21.99,Clicked,20,0.18,"2,500","1,915.27",11,nov,Low
2019-11-12,"43,216","12,868",F,California,8,GGOEGADB059618,Apparel,1,15,6,21,Used,20,0.18,"4,000","3,390.82",11,nov,High
2019-11-12,"43,216","12,868",F,California,8,GGOEGAAL010617,Apparel,1,13.59,6,19.59,Clicked,20,0.18,"4,000","3,390.82",11,nov,High
2019-11-03,"42,510","14,733",M,New York,30,GGOEGAUC057713,Apparel,1,11.6,6,17.6,Not Used,20,0.18,"2,000","2,294.09",11,nov,High
2019-11-03,"42,510","14,733",M,New York,30,GGOEGALJ057913,Apparel,1,11,6,17,Clicked,20,0.18,"2,000","2,294.09",11,nov,High
2019-11-27,"44,753","13,089",F,New Jersey,25,GGOEGAEL091314,Apparel,1,51.99,6,57.99,Used,20,0.18,"3,000","2,819.58",11,nov,Low
2019-11-29,"45,114","13,408",M,Illinois,30,GGOEGAEH090616,Apparel,1,17.59,6.5,24.09,Used,20,0.18,"3,000","4,556.93",11,nov,Medium-Low
2019-11-14,"43,434","15,601",F,Illinois,46,GGOEGAUC057714,Apparel,1,11.6,6,17.6,Not Used,20,0.18,"4,000",855.19,11,nov,Medium-High
2019-11-14,"43,434","15,601",F,Illinois,46,GGOEGALB036515,Apparel,1,4.8,6,10.8,Clicked,20,0.18,"4,000",855.19,11,nov,Medium-High
2019-11-14,"43,422","15,601",F,Illinois,46,GGOEGADJ057118,Apparel,1,22,12.99,34.99,Clicked,20,0.18,"4,000",855.19,11,nov,Medium-High
2019-11-14,"43,421","15,601",F,Illinois,46,GGOEGAWR061849,Apparel,1,13.59,6,19.59,Used,20,0.18,"4,000",855.19,11,nov,Medium-High
2019-11-14,"43,414","17,757",F,New York,45,GGOEGAAQ033915,Apparel,1,4.56,12.99,17.55,Clicked,20,0.18,"4,000",855.19,11,nov,Medium-High
2019-11-14,"43,412","17,757",F,New York,45,GGOEGAPC058812,Apparel,1,19,6,25,Used,20,0.18,"4,000",855.19,11,nov,Medium-High
2019-11-14,"43,412","17,757",F,New York,45,GGOEAAEH035214,Apparel,1,7.2,6,13.2,Not Used,20,0.18,"4,000",855.19,11,nov,Medium-High
2019-11-27,"44,762","13,089",F,New Jersey,25,GGOEGAEL091313,Apparel,1,41.59,14.41,56,Used,20,0.18,"3,000","2,819.58",11,nov,Low
2019-11-22,"44,211","17,062",M,Illinois,44,GGOEGHPB071610,Apparel,1,8.79,6.5,15.29,Clicked,20,0.18,"2,500","2,071.31",11,nov,High
2019-11-22,"44,214","17,062",M,Illinois,44,GGOEGAEL091315,Apparel,1,41.59,6.5,48.09,Clicked,20,0.18,"2,500","2,071.31",11,nov,High
2019-11-22,"44,219","17,062",M,Illinois,44,GGOEGAEC090716,Apparel,1,21.99,6,27.99,Clicked,20,0.18,"2,500","2,071.31",11,nov,High
2019-11-28,"45,060","17,068",F,Washington DC,31,GGOEGHPB071610,Apparel,1,10.99,6,16.99,Used,20,0.18,"3,000","1,375.26",11,nov,Medium-Low
2019-11-22,"44,223","17,062",M,Illinois,44,GGOEGAEC090713,Apparel,3,21.99,6,71.97,Clicked,20,0.18,"2,500","2,071.31",11,nov,High
2019-11-08,"42,907","12,709",M,Washington DC,36,GGOEGADB059618,Apparel,1,18.75,6,24.75,Used,20,0.18,"3,500","2,087.49",11,nov,Medium-Low
2019-11-12,"43,216","16,814",M,California,22,GGOEGHPB071610,Apparel,4,8.79,6,41.16,Used,20,0.18,"4,000","3,390.82",11,nov,High
2019-11-25,"44,519","17,841",M,California,21,GGOEGAEL091313,Apparel,1,41.59,6.5,48.09,Used,20,0.18,"2,500","2,643.59",11,nov,Medium-High
2019-11-28,"45,062","17,068",F,Washington DC,31,GGOEAAEQ091613,Apparel,1,21.99,6,27.99,Clicked,20,0.18,"3,000","1,375.26",11,nov,Medium-Low
2019-11-28,"45,063","17,068",F,Washington DC,31,GGOEAAAB034813,Apparel,1,9.99,6,15.99,Not Used,20,0.18,"3,000","1,375.26",11,nov,Medium-Low
2019-11-12,"43,216","12,868",F,California,8,GGOEGALJ073314,Apparel,3,15.19,6,51.57,Clicked,20,0.18,"4,000","3,390.82",11,nov,High
2019-11-20,"44,002","12,431",F,New Jersey,14,GGOEGAEL091318,Apparel,1,51.99,6,57.99,Not Used,20,0.18,"2,500","1,893.03",11,nov,High
2019-11-12,"43,216","12,868",F,California,8,GGOEGAAB010513,Apparel,1,13.59,6,19.59,Used,20,0.18,"4,000","3,390.82",11,nov,High
2019-11-21,"44,032","12,431",F,New Jersey,14,GGOEGAEL091314,Apparel,1,41.59,6,47.59,Clicked,20,0.18,"2,500",484.9,11,nov,High
2019-11-07,"42,760","14,911",F,California,34,GGOEGAEJ028016,Apparel,1,4.25,6,10.25,Clicked,20,0.18,"3,500","1,252.63",11,nov,Medium-High
2019-11-21,"44,032","12,431",F,New Jersey,14,GGOEGAEL091315,Apparel,1,41.59,6,47.59,Clicked,20,0.18,"2,500",484.9,11,nov,High
2019-11-07,"42,760","14,911",F,California,34,GGOEGAUC057716,Apparel,1,14.5,6,20.5,Clicked,20,0.18,"3,500","1,252.63",11,nov,Medium-High
2019-11-08,"42,935","15,513",F,Illinois,21,GGOEGHPB071610,Apparel,10,10.99,6,115.9,Clicked,20,0.18,"3,500","2,087.49",11,nov,High
2019-11-21,"44,033","12,431",F,New Jersey,14,GGOEGAEL091314,Apparel,1,41.59,6.5,48.09,Used,20,0.18,"2,500",484.9,11,nov,High
2019-11-21,"44,034","12,431",F,New Jersey,14,GGOEGAEC090713,Apparel,1,21.99,6,27.99,Used,20,0.18,"2,500",484.9,11,nov,High
2019-11-07,"42,760","14,911",F,California,34,GGOEGHPB071610,Apparel,1,10.99,6,16.99,Clicked,20,0.18,"3,500","1,252.63",11,nov,Medium-High
2019-11-07,"42,760","14,911",F,California,34,GGOEYAEJ029517,Apparel,1,4.75,6,10.75,Clicked,20,0.18,"3,500","1,252.63",11,nov,Medium-High
2019-11-03,"42,490","17,841",M,California,21,GGOEGAAR010717,Apparel,1,13.59,6,19.59,Used,20,0.18,"2,000","2,294.09",11,nov,Medium-High
2019-11-29,"45,079","17,068",F,Washington DC,31,GGOEGAEL091315,Apparel,1,41.59,6.5,48.09,Clicked,20,0.18,"3,000","4,556.93",11,nov,Medium-Low
2019-11-29,"45,082","14,527",M,California,43,GGOEGAEC029117,Apparel,1,7.6,12.99,20.59,Not Used,20,0.18,"3,000","4,556.93",11,nov,Medium-Low
2019-11-21,"44,038","14,215",F,New York,29,GGOEGAEL091315,Apparel,2,41.59,6,89.18,Used,20,0.18,"2,500",484.9,11,nov,Medium-High
2019-11-21,"44,038","14,215",F,New York,29,GGOEGAEL091316,Apparel,1,41.59,6,47.59,Used,20,0.18,"2,500",484.9,11,nov,Medium-High
2019-11-25,"44,580","15,708",F,Illinois,49,GGOEGADJ057118,Apparel,1,22,6.5,28.5,Used,20,0.18,"2,500","2,643.59",11,nov,Medium-Low
2019-11-25,"44,580","15,708",F,Illinois,49,GGOEGALJ036416,Apparel,1,4.8,6.5,11.3,Clicked,20,0.18,"2,500","2,643.59",11,nov,Medium-Low
2019-11-28,"45,030","15,738",M,New Jersey,16,GGOEGAEB027815,Apparel,1,6.8,6.5,13.3,Clicked,20,0.18,"3,000","1,375.26",11,nov,Low
2019-11-28,"45,030","15,738",M,New Jersey,16,GGOEGAEJ028116,Apparel,1,3.4,6.5,9.9,Used,20,0.18,"3,000","1,375.26",11,nov,Low
2019-11-23,"44,312","17,796",F,Washington DC,5,GGOEGALJ036416,Apparel,1,4.8,6.5,11.3,Clicked,20,0.18,"2,500","2,972.6",11,nov,Medium-High
2019-11-03,"42,486","17,841",M,California,21,GGOEGAAJ032613,Apparel,1,4.75,6,10.75,Clicked,20,0.18,"2,000","2,294.09",11,nov,Medium-High
2019-11-29,"45,082","14,527",M,California,43,GGOEGAEC090718,Apparel,1,17.59,12.99,30.58,Used,20,0.18,"3,000","4,556.93",11,nov,Medium-Low
2019-11-12,"43,224","16,814",M,California,22,GGOEGAYR068226,Apparel,1,15.19,6,21.19,Not Used,20,0.18,"4,000","3,390.82",11,nov,High
2019-11-23,"44,330","17,796",F,Washington DC,5,GGOEGAYB068026,Apparel,1,17.49,6,23.49,Used,20,0.18,"2,500","2,972.6",11,nov,Medium-High
2019-11-03,"42,485","17,841",M,California,21,GGOEGHPB071610,Apparel,1,10.99,6,16.99,Used,20,0.18,"2,000","2,294.09",11,nov,Medium-High
2019-11-29,"45,114","13,408",M,Illinois,30,GGOEGALJ091013,Apparel,1,17.59,6.5,24.09,Used,20,0.18,"3,000","4,556.93",11,nov,Medium-Low
2019-11-03,"42,483","17,841",M,California,21,GGOEGADJ059718,Apparel,1,18.75,6,24.75,Used,20,0.18,"2,000","2,294.09",11,nov,Medium-High
2019-11-09,"43,046","13,777",F,California,7,GGOEGADB059618,Apparel,1,18.75,6,24.75,Used,20,0.18,"3,500","2,926.69",11,nov,Low
2019-11-09,"43,046","13,777",F,California,7,GGOEGADJ057118,Apparel,1,27.5,6,33.5,Clicked,20,0.18,"3,500","2,926.69",11,nov,Low
2019-11-03,"42,483","17,841",M,California,21,GGOEGADB057318,Apparel,1,18.75,6,24.75,Clicked,20,0.18,"2,000","2,294.09",11,nov,Medium-High
2019-11-03,"42,483","17,841",M,California,21,GGOEGADB056718,Apparel,1,24.75,6,30.75,Clicked,20,0.18,"2,000","2,294.09",11,nov,Medium-High
2019-11-29,"45,082","14,527",M,California,43,GGOEGAEQ027917,Apparel,1,6.8,12.99,19.79,Clicked,20,0.18,"3,000","4,556.93",11,nov,Medium-Low
2019-11-29,"45,082","14,527",M,California,43,GGOEGALJ073317,Apparel,1,7.6,12.99,20.59,Clicked,20,0.18,"3,000","4,556.93",11,nov,Medium-Low
2019-11-28,"45,060","17,068",F,Washington DC,31,GGOEAAAB034814,Apparel,1,9.99,6,15.99,Used,20,0.18,"3,000","1,375.26",11,nov,Medium-Low
2019-11-24,"44,389","16,770",F,Illinois,26,GGOEYAXQ089555,Apparel,1,15.99,6.5,22.49,Used,20,0.18,"2,500","3,875.08",11,nov,High
2019-11-24,"44,390","16,770",F,Illinois,26,GGOEGAEC090716,Apparel,1,21.99,6,27.99,Used,20,0.18,"2,500","3,875.08",11,nov,High
2019-11-24,"44,396","16,770",F,Illinois,26,GGOEGAEC090714,Apparel,1,21.99,30,51.99,Used,20,0.18,"2,500","3,875.08",11,nov,High
2019-11-24,"44,399","16,770",F,Illinois,26,GGOEAAAB034814,Apparel,1,15.99,6.5,22.49,Clicked,20,0.18,"2,500","3,875.08",11,nov,High
2019-11-03,"42,543","15,867",M,New York,11,GGOEGAQB036017,Apparel,2,14,6,34,Clicked,20,0.18,"2,000","2,294.09",11,nov,Medium-Low
2019-11-03,"42,543","15,867",M,New York,11,GGOEGAPB057615,Apparel,2,27,6,60,Clicked,20,0.18,"2,000","2,294.09",11,nov,Medium-Low
2019-11-24,"44,399","16,770",F,Illinois,26,GGOEAAAB034914,Apparel,1,15.99,6.5,22.49,Clicked,20,0.18,"2,500","3,875.08",11,nov,High
2019-11-03,"42,543","15,867",M,New York,11,GGOEGALL074616,Apparel,2,4.25,6,14.5,Used,20,0.18,"2,000","2,294.09",11,nov,Medium-Low
2019-11-24,"44,401","16,770",F,Illinois,26,GGOEGAEC090713,Apparel,1,17.59,6.5,24.09,Clicked,20,0.18,"2,500","3,875.08",11,nov,High
2019-11-24,"44,401","16,770",F,Illinois,26,GGOEGAEC090714,Apparel,1,17.59,6.5,24.09,Clicked,20,0.18,"2,500","3,875.08",11,nov,High
2019-11-24,"44,401","16,770",F,Illinois,26,GGOEGALJ073314,Apparel,1,15.19,6.5,21.69,Used,20,0.18,"2,500","3,875.08",11,nov,High
2019-11-06,"42,685","16,782",F,New York,45,GGOEAAAB081017,Apparel,1,15.99,6,21.99,Clicked,20,0.18,"3,500","2,546.6",11,nov,Low
2019-11-24,"44,406","16,770",F,Illinois,26,GGOEGAAC035017,Apparel,1,19.99,6,25.99,Used,20,0.18,"2,500","3,875.08",11,nov,High
2019-11-03,"42,543","15,867",M,New York,11,GGOEGAEJ028115,Apparel,2,4.25,6,14.5,Used,20,0.18,"2,000","2,294.09",11,nov,Medium-Low
2019-11-03,"42,543","15,867",M,New York,11,GGOEGAEJ028114,Apparel,5,4.25,6,27.25,Clicked,20,0.18,"2,000","2,294.09",11,nov,Medium-Low
2019-11-24,"44,407","16,770",F,Illinois,26,GGOEGAEL091317,Apparel,1,41.59,6.5,48.09,Not Used,20,0.18,"2,500","3,875.08",11,nov,High
2019-11-03,"42,543","15,867",M,New York,11,GGOEGADB056718,Apparel,2,24.75,6,55.5,Used,20,0.18,"2,000","2,294.09",11,nov,Medium-Low
2019-11-03,"42,543","15,867",M,New York,11,GGOEGAAJ032613,Apparel,10,4.75,6,53.5,Clicked,20,0.18,"2,000","2,294.09",11,nov,Medium-Low
2019-11-10,"43,088","13,078",F,California,28,GGOEAAAB081015,Apparel,1,19.99,6,25.99,Used,20,0.18,"3,500","2,431.73",11,nov,High
2019-11-10,"43,088","13,078",F,California,28,GGOEAAAB034914,Apparel,1,19.99,6,25.99,Clicked,20,0.18,"3,500","2,431.73",11,nov,High
2019-11-03,"42,543","15,867",M,New York,11,GGOEGAAB010513,Apparel,1,16.99,6,22.99,Used,20,0.18,"2,000","2,294.09",11,nov,Medium-Low
2019-11-03,"42,540","15,867",M,New York,11,GGOEGALJ057913,Apparel,1,11,6,17,Clicked,20,0.18,"2,000","2,294.09",11,nov,Medium-Low
2019-11-01,"42,261","12,474",F,New York,17,GGOEGAEJ028115,Apparel,2,4.25,6,14.5,Clicked,20,0.18,"2,000","1,224.01",11,nov,High
2019-11-10,"43,088","13,078",F,California,28,GGOEAAAB034815,Apparel,1,19.99,6,25.99,Clicked,20,0.18,"3,500","2,431.73",11,nov,High
2019-11-01,"42,261","12,474",F,New York,17,GGOEGAEJ028015,Apparel,2,4.25,6,14.5,Used,20,0.18,"2,000","1,224.01",11,nov,High
2019-11-24,"44,416","16,770",F,Illinois,26,GGOEGAEL091316,Apparel,1,41.59,6.5,48.09,Used,20,0.18,"2,500","3,875.08",11,nov,High
2019-11-06,"42,681","16,782",F,New York,45,GGOEYAEJ029516,Apparel,1,4.75,6,10.75,Clicked,20,0.18,"3,500","2,546.6",11,nov,Low
2019-11-24,"44,424","16,770",F,Illinois,26,GGOEAAAB034814,Apparel,1,15.99,6.5,22.49,Clicked,20,0.18,"2,500","3,875.08",11,nov,High
2019-11-24,"44,424","16,770",F,Illinois,26,GGOEGAEL091317,Apparel,1,41.59,6.5,48.09,Clicked,20,0.18,"2,500","3,875.08",11,nov,High
2019-11-24,"44,430","16,770",F,Illinois,26,GGOEGAEL091315,Apparel,1,51.99,6,57.99,Clicked,20,0.18,"2,500","3,875.08",11,nov,High
2019-10-30,"42,114","14,911",F,California,34,GGOEGAEJ028114,Apparel,1,3.4,6,9.4,Clicked,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,115","14,911",F,California,34,GGOEGALJ073314,Apparel,1,15.19,6,21.19,Used,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,122","14,911",F,California,34,GGOEGAAJ032613,Apparel,1,3.8,6,9.8,Clicked,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,122","14,911",F,California,34,GGOEGAPB057616,Apparel,1,21.6,6,27.6,Clicked,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,122","14,911",F,California,34,GGOEGAQB036017,Apparel,1,11.2,6,17.2,Used,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,122","14,911",F,California,34,GGOEGHPB071610,Apparel,2,8.79,6,23.58,Used,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,123","14,911",F,California,34,GGOEGHPB071610,Apparel,12,10.99,6,137.88,Clicked,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,138","14,911",F,California,34,GGOEGAEJ028114,Apparel,1,3.4,6,9.4,Not Used,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,138","14,911",F,California,34,GGOEGAPB057614,Apparel,1,21.6,6,27.6,Clicked,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,138","14,911",F,California,34,GGOEGAYR068224,Apparel,1,15.19,6,21.19,Clicked,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,143","14,606",F,Illinois,33,GGOEGADC059316,Apparel,1,14,6,20,Clicked,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,143","14,606",F,Illinois,33,GGOEGAPJ058012,Apparel,1,22,6,28,Clicked,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,144","14,606",F,Illinois,33,GGOEGAPB057817,Apparel,1,30,6,36,Clicked,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,144","14,606",F,Illinois,33,GGOEGAPB058217,Apparel,1,18.75,6,24.75,Clicked,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,144","14,606",F,Illinois,33,GGOEGAQB036017,Apparel,1,14,6,20,Not Used,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,145","14,606",F,Illinois,33,GGOEAAWJ062550,Apparel,1,13.59,20.85,34.44,Clicked,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,145","14,606",F,Illinois,33,GGOEGAAJ032613,Apparel,1,3.8,20.85,24.65,Clicked,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,145","14,606",F,Illinois,33,GGOEGALJ073314,Apparel,1,15.19,20.85,36.04,Clicked,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,145","14,606",F,Illinois,33,GGOEGAXR065155,Apparel,1,13.59,20.85,34.44,Clicked,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,147","14,606",F,Illinois,33,GGOEAAAB034816,Apparel,1,15.99,6,21.99,Clicked,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,149","14,606",F,Illinois,33,GGOEGAYR068256,Apparel,1,18.99,6,24.99,Used,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,151","14,606",F,Illinois,33,GGOEGAAJ032613,Apparel,2,4.75,6,15.5,Used,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-04,"39,793","14,092",F,Illinois,41,GGOEAAAJ031913,Apparel,1,4.56,6,10.56,Used,10,0.18,"3,000","2,411.39",10,oct,Low
2019-10-04,"39,793","14,092",F,Illinois,41,GGOEGAEJ028015,Apparel,1,4.08,6,10.08,Clicked,10,0.18,"3,000","2,411.39",10,oct,Low
2019-10-04,"39,794","14,092",F,Illinois,41,GGOEGAEB027814,Apparel,6,13.59,20.85,102.39,Clicked,10,0.18,"3,000","2,411.39",10,oct,Low
2019-10-04,"39,802","14,092",F,Illinois,41,GGOEGAEJ028015,Apparel,3,5.1,6,21.3,Clicked,10,0.18,"3,000","2,411.39",10,oct,Low
2019-10-04,"39,802","14,092",F,Illinois,41,GGOEGAEJ028016,Apparel,2,5.1,6,16.2,Clicked,10,0.18,"3,000","2,411.39",10,oct,Low
2019-10-04,"39,803","14,092",F,Illinois,41,GGOEGATC060314,Apparel,1,32.49,6,38.49,Clicked,10,0.18,"3,000","2,411.39",10,oct,Low
2019-10-04,"39,804","14,092",F,Illinois,41,GGOEGAAH034015,Apparel,1,5.7,6,11.7,Clicked,10,0.18,"3,000","2,411.39",10,oct,Low
2019-10-04,"39,813","15,235",F,New Jersey,23,GGOEGADC059316,Apparel,1,28,6,34,Used,10,0.18,"3,000","2,411.39",10,oct,High
2019-10-04,"39,813","15,235",F,New Jersey,23,GGOEYAAJ033015,Apparel,1,8,6,14,Not Used,10,0.18,"3,000","2,411.39",10,oct,High
2019-10-04,"39,815","15,235",F,New Jersey,23,GGOEAAAB034915,Apparel,1,19.99,6,25.99,Clicked,10,0.18,"3,000","2,411.39",10,oct,High
2019-10-04,"39,815","15,235",F,New Jersey,23,GGOEYAQB073217,Apparel,1,28,6,34,Clicked,10,0.18,"3,000","2,411.39",10,oct,High
2019-10-04,"39,818","15,235",F,New Jersey,23,GGOEGAEB027816,Apparel,1,13.59,6,19.59,Clicked,10,0.18,"3,000","2,411.39",10,oct,High
2019-10-04,"39,818","15,235",F,New Jersey,23,GGOEGAYB068056,Apparel,1,19.99,6,25.99,Used,10,0.18,"3,000","2,411.39",10,oct,High
2019-10-30,"42,176","14,606",F,Illinois,33,GGOEAAWJ062550,Apparel,1,13.59,6,19.59,Clicked,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-30,"42,176","14,606",F,Illinois,33,GGOEGAWR061849,Apparel,1,13.59,6,19.59,Clicked,10,0.18,"2,000",780.15,10,oct,Medium-High
2019-10-05,"39,894","13,769",F,New York,20,GGOEGAAJ032617,Apparel,1,10.63,6,16.63,Clicked,10,0.18,"3,000","1,511.94",10,oct,Medium-High
2019-10-05,"39,913","17,243",M,Illinois,9,GGOEGADB057318,Apparel,1,59.99,6,65.99,Used,10,0.18,"3,000","1,511.94",10,oct,Medium-High
2019-10-05,"39,913","17,243",M,Illinois,9,GGOEYAAB031817,Apparel,1,6.8,6,12.8,Used,10,0.18,"3,000","1,511.94",10,oct,Medium-High
2019-10-05,"39,915","17,243",M,Illinois,9,GGOEAAWT061750,Apparel,1,19.19,6,25.19,Not Used,10,0.18,"3,000","1,511.94",10,oct,Medium-High
