"product_category","tenure_segment","customer_location","i_arpu_w","treated_cust","coupon_budget","i_revenue","i_gross_profit","i_net_profit_after_coupons","i_roas_on_coupons","go_flag"
More Bags,Tenure_Q2,Illinois,17.23,2,0,34.46,17.23,17.23,,GO
More Bags,Tenure_Q2,New Jersey,0,1,0,0,0,0,,NO-GO
More Bags,Tenure_Q2,New York,0,0,0,0,0,0,,NO-GO
More Bags,Tenure_Q2,Washington DC,0,1,0,0,0,0,,NO-GO
More Bags,Tenure_Q3,California,0,3,0,0,0,0,,NO-GO
More Bags,Tenure_Q3,Illinois,0,0,0,0,0,0,,NO-GO
More Bags,Tenure_Q3,New Jersey,0,1,0,0,0,0,,NO-GO
More Bags,Tenure_Q3,New York,0,0,0,0,0,0,,NO-GO
More Bags,Tenure_Q3,Washington DC,0,0,0,0,0,0,,NO-GO
More Bags,Tenure_Q4,California,0,0,0,0,0,0,,NO-GO
More Bags,Tenure_Q4,Illinois,10.37,1,0,10.37,5.185,5.185,,GO
More Bags,Tenure_Q4,New Jersey,0,0,0,0,0,0,,NO-GO
More Bags,Tenure_Q4,New York,0,1,0,0,0,0,,NO-GO
More Bags,Tenure_Q4,Washington DC,0,0,0,0,0,0,,NO-GO
Nest,Tenure_Q1,California,466.0819047619,24,"2,269.44","11,185.9657142857","5,592.9828571429","3,323.5428571429",2.4644770768,GO
Nest,Tenure_Q1,Illinois,588.3590015949,32,"3,169.993","18,827.4880510367","9,413.7440255183","6,243.7510255183",2.9696418968,GO
Nest,Tenure_Q1,New Jersey,340.8383333333,9,869.868,"3,067.545","1,533.7725",663.9045,1.7632244203,GO
Nest,Tenure_Q1,New York,578.1817708333,17,"1,845.454","9,829.0901041667","4,914.5450520833","3,069.0910520833",2.6630547562,GO
Nest,Tenure_Q1,Washington DC,319.2633333333,9,695.604,"2,873.37","1,436.685",741.081,2.0653777149,GO
Nest,Tenure_Q2,California,"1,002.0573448773",29,"3,855.442","29,059.663001443","14,529.8315007215","10,674.3895007215",3.7686551894,GO
Nest,Tenure_Q2,Illinois,448.239127451,32,"3,248.222","14,343.6520784314","7,171.8260392157","3,923.6040392157",2.2079236084,GO
Nest,Tenure_Q2,New Jersey,649.2685,6,"1,227.762","3,895.611","1,947.8055",720.0435,1.5864683057,GO
Nest,Tenure_Q2,New York,866.368,23,"2,857.211","19,926.464","9,963.232","7,106.021",3.4870480339,GO
Nest,Tenure_Q2,Washington DC,490.9975,5,660.72,"2,454.9875","1,227.49375",566.77375,1.8578123108,GO
Nest,Tenure_Q3,California,"1,086.5037301587",28,"3,916.484","30,422.1044444444","15,211.0522222222","11,294.5682222222",3.8838540441,GO
Nest,Tenure_Q3,Illinois,618.3689153439,20,"2,420.711","12,367.3783068783","6,183.6891534392","3,762.9781534392",2.5544929376,GO
Nest,Tenure_Q3,New Jersey,999.115,3,104.3,"2,997.345","1,498.6725","1,394.3725",14.3688638543,GO
Nest,Tenure_Q3,New York,204.9483333333,7,641.945,"1,434.6383333333",717.3191666667,75.3741666667,1.117415303,GO
Nest,Tenure_Q3,Washington DC,624.255,3,258.6,"1,872.765",936.3825,677.7825,3.6209686775,GO
Nest,Tenure_Q4,California,"1,368.7301136364",26,"3,647.894","35,586.9829545454","17,793.4914772727","14,145.5974772727",4.8777435631,GO
Nest,Tenure_Q4,Illinois,"1,056.8694666667",22,"2,739.914","23,251.1282666667","11,625.5641333333","8,885.6501333333",4.2430397937,GO
Nest,Tenure_Q4,New Jersey,197.5420833333,11,"1,063.646","2,172.9629166667","1,086.4814583333",22.8354583333,1.0214690398,GO
Nest,Tenure_Q4,New York,574.0550340136,22,"1,543.25","12,629.2107482993","6,314.6053741497","4,771.3553741497",4.0917578967,GO
Nest,Tenure_Q4,Washington DC,973.5,5,613.352,"4,867.5","2,433.75","1,820.398",3.9679498885,GO
Nest-Canada,Tenure_Q1,California,505.5333333333,9,503.101,"4,549.8","2,274.9","1,771.799",4.5217560689,GO
Nest-Canada,Tenure_Q1,Illinois,208.5633333333,8,439.471,"1,668.5066666667",834.2533333333,394.7823333333,1.8983125925,GO
Nest-Canada,Tenure_Q1,New Jersey,0,1,136.692,0,0,-136.692,0,NO-GO
Nest-Canada,Tenure_Q1,New York,180.6133333333,5,137,903.0666666667,451.5333333333,314.5333333333,3.295863747,GO
Nest-Canada,Tenure_Q1,Washington DC,0,3,80.13,0,0,-80.13,0,NO-GO
Nest-Canada,Tenure_Q2,California,536.9,5,388.364,"2,684.5","1,342.25",953.886,3.4561648351,GO
Nest-Canada,Tenure_Q2,Illinois,-41.925,5,238.5,-209.625,-104.8125,-343.3125,-0.4394654088,NO-GO
Nest-Canada,Tenure_Q2,New Jersey,0,2,149.2,0,0,-149.2,0,NO-GO
Nest-Canada,Tenure_Q2,New York,0,3,149.2,0,0,-149.2,0,NO-GO
Nest-Canada,Tenure_Q2,Washington DC,0,0,0,0,0,0,,NO-GO
Nest-Canada,Tenure_Q3,California,-97.7,7,414.084,-683.9,-341.95,-756.034,-0.8257986302,NO-GO
Nest-Canada,Tenure_Q3,Illinois,175.3027777778,9,540.396,"1,577.725",788.8625,248.4665,1.4597859718,GO
Nest-Canada,Tenure_Q3,New Jersey,0,2,90.8,0,0,-90.8,0,NO-GO
Nest-Canada,Tenure_Q3,New York,-64.905,7,239.238,-454.335,-227.1675,-466.4055,-0.9495460587,NO-GO
Nest-Canada,Tenure_Q3,Washington DC,248,3,228.7,744,372,143.3,1.6265850459,GO
Nest-Canada,Tenure_Q4,California,55.9,2,90.264,111.8,55.9,-34.364,0.6192945139,NO-GO
Nest-Canada,Tenure_Q4,Illinois,-37.125,9,292.748,-334.125,-167.0625,-459.8105,-0.570669996,NO-GO
Nest-Canada,Tenure_Q4,New Jersey,0,1,31.2,0,0,-31.2,0,NO-GO
Nest-Canada,Tenure_Q4,New York,0,3,86.03,0,0,-86.03,0,NO-GO
Nest-Canada,Tenure_Q4,Washington DC,0,0,0,0,0,0,,NO-GO
Nest-USA,Tenure_Q1,California,"1,043.0850902597",84,"11,310.845","87,619.1475818109","43,809.5737909055","32,498.7287909055",3.8732361544,GO
Nest-USA,Tenure_Q1,Illinois,"1,387.4953327592",86,"14,396.16","119,324.5986172907","59,662.2993086454","45,266.1393086454",4.1443203819,GO
Nest-USA,Tenure_Q1,New Jersey,"1,104.9688690476",37,"4,884.587","40,883.8481547619","20,441.924077381","15,557.337077381",4.1849851538,GO
Nest-USA,Tenure_Q1,New York,"1,268.5308159588",61,"9,732.71","77,380.3797734878","38,690.1898867439","28,957.4798867439",3.9752740898,GO
Nest-USA,Tenure_Q1,Washington DC,"1,067.3647777778",16,"1,600.653","17,077.8364444444","8,538.9182222222","6,938.2652222222",5.3346466862,GO
Nest-USA,Tenure_Q2,California,"1,083.8379177747",87,"13,504.826","94,293.8988463977","47,146.9494231988","33,642.1234231988",3.4911186137,GO
Nest-USA,Tenure_Q2,Illinois,"1,146.070028743",87,"16,786.574","99,708.0925006435","49,854.0462503217","33,067.4722503217",2.969876179,GO
Nest-USA,Tenure_Q2,New Jersey,681.7855442177,25,"4,134.771","17,044.6386054422","8,522.3193027211","4,387.5483027211",2.0611345351,GO
Nest-USA,Tenure_Q2,New York,938.6470532035,59,"11,812.635","55,380.1761390043","27,690.0880695022","15,877.4530695022",2.3441076499,GO
Nest-USA,Tenure_Q2,Washington DC,878.685,13,"2,256.66","11,422.905","5,711.4525","3,454.7925",2.5309317753,GO
Nest-USA,Tenure_Q3,California,"1,134.7831160991",72,"12,668.92","81,704.3843591331","40,852.1921795666","28,183.2721795666",3.2245994275,GO
Nest-USA,Tenure_Q3,Illinois,"1,313.3427409523",78,"13,993.364","102,440.7337942827","51,220.3668971414","37,227.0028971414",3.6603326332,GO
Nest-USA,Tenure_Q3,New Jersey,"1,230.6522222222",16,"1,893.999","19,690.4355555556","9,845.2177777778","7,951.2187777778",5.1981113917,GO
Nest-USA,Tenure_Q3,New York,"1,526.3348888889",36,"6,024.672","54,948.056","27,474.028","21,449.356",4.5602529067,GO
Nest-USA,Tenure_Q3,Washington DC,"1,931.4023809524",14,"2,525.481","27,039.6333333333","13,519.8166666667","10,994.3356666667",5.3533630491,GO
Nest-USA,Tenure_Q4,California,974.590462406,79,"12,430.958","76,992.6465300752","38,496.3232650376","26,065.3652650376",3.0968106613,GO
Nest-USA,Tenure_Q4,Illinois,"1,166.8668969194",87,"15,113.408","101,517.4200319868","50,758.7100159934","35,645.3020159934",3.3585217852,GO
Nest-USA,Tenure_Q4,New Jersey,"1,366.1815138889",29,"3,754.16","39,619.2639027778","19,809.6319513889","16,055.4719513889",5.2767148847,GO
Nest-USA,Tenure_Q4,New York,944.6737628571,64,"9,412.361","60,459.1208228571","30,229.5604114286","20,817.1994114286",3.2116873132,GO
Nest-USA,Tenure_Q4,Washington DC,"1,017.4203125",12,"2,323.105","12,209.04375","6,104.521875","3,781.416875",2.6277425579,GO
Notebooks & Journals,Tenure_Q1,California,733.3225151515,15,814.867,"10,999.8377272727","5,499.9188636364","4,685.0518636364",6.7494681508,GO
Notebooks & Journals,Tenure_Q1,Illinois,-83.0612083333,20,701.018,"-1,661.2241666667",-830.6120833333,"-1,531.6300833333",-1.1848655574,NO-GO
Notebooks & Journals,Tenure_Q1,New Jersey,-53.35,2,28.381,-106.7,-53.35,-81.731,-1.8797787252,NO-GO
Notebooks & Journals,Tenure_Q1,New York,141.4483083333,13,125.544,"1,838.8280083333",919.4140041667,793.8700041667,7.3234404206,GO
Notebooks & Journals,Tenure_Q1,Washington DC,75.4425,3,8.456,226.3275,113.16375,104.70775,13.3826572848,GO
Notebooks & Journals,Tenure_Q2,California,178.878125,19,605.853,"3,398.684375","1,699.3421875","1,093.4891875",2.8048754194,GO
Notebooks & Journals,Tenure_Q2,Illinois,54.1323214286,20,424.209,"1,082.6464285714",541.3232142857,117.1142142857,1.2760766846,GO
Notebooks & Journals,Tenure_Q2,New Jersey,0,2,69.414,0,0,-69.414,0,NO-GO
Notebooks & Journals,Tenure_Q2,New York,265.355,11,316.691,"2,918.905","1,459.4525","1,142.7615",4.6084432459,GO
Notebooks & Journals,Tenure_Q2,Washington DC,749.01,2,301,"1,498.02",749.01,448.01,2.4884053156,GO
Notebooks & Journals,Tenure_Q3,California,503.7195555556,13,359.468,"6,548.3542222222","3,274.1771111111","2,914.7091111111",9.1083966058,GO
Notebooks & Journals,Tenure_Q3,Illinois,11.22375,15,258.025,168.35625,84.178125,-173.846875,0.3262401899,NO-GO
Notebooks & Journals,Tenure_Q3,New Jersey,24.14,5,22.44,120.7,60.35,37.91,2.6893939394,GO
Notebooks & Journals,Tenure_Q3,New York,190.4725,9,335.796,"1,714.2525",857.12625,521.33025,2.5525207269,GO
Notebooks & Journals,Tenure_Q3,Washington DC,-143.9,5,27.719,-719.5,-359.75,-387.469,-12.9784624265,NO-GO
Notebooks & Journals,Tenure_Q4,California,-838.5104444444,11,210.809,"-9,223.6148888889","-4,611.8074444444","-4,822.6164444444",-21.8767104082,NO-GO
Notebooks & Journals,Tenure_Q4,Illinois,199.5686785714,14,680.2,"2,793.9615","1,396.98075",716.78075,2.0537794031,GO
Notebooks & Journals,Tenure_Q4,New Jersey,0,3,23.681,0,0,-23.681,0,NO-GO
Notebooks & Journals,Tenure_Q4,New York,49.7985714286,7,200.385,348.59,174.295,-26.09,0.8698006338,NO-GO
Notebooks & Journals,Tenure_Q4,Washington DC,0,3,38.52,0,0,-38.52,0,NO-GO
Office,Tenure_Q1,California,156.5068995966,69,"1,117.716","10,798.9760721665","5,399.4880360832","4,281.7720360832",4.8308228889,GO
Office,Tenure_Q1,Illinois,244.1071111111,66,"1,340.684","16,111.0693333333","8,055.5346666667","6,714.8506666667",6.0085259962,GO
Office,Tenure_Q1,New Jersey,109.9013235294,23,329.025,"2,527.7304411765","1,263.8652205882",934.8402205882,3.8412437371,GO
Office,Tenure_Q1,New York,72.1638130252,47,723.783,"3,391.6992121849","1,695.8496060924",972.0666060924,2.3430359736,GO
Office,Tenure_Q1,Washington DC,150.4658333333,9,96.463,"1,354.1925",677.09625,580.63325,7.0192327628,GO
Office,Tenure_Q2,California,124.3440092285,67,"1,109.505","8,331.0486183093","4,165.5243091547","3,056.0193091547",3.7543988618,GO
Office,Tenure_Q2,Illinois,145.2450934839,66,"1,546.411","9,586.1761699346","4,793.0880849673","3,246.6770849673",3.0994917166,GO
Office,Tenure_Q2,New Jersey,142.2069583333,16,417.111,"2,275.3113333333","1,137.6556666667",720.5446666667,2.7274650313,GO
Office,Tenure_Q2,New York,73.856670068,49,510.19,"3,618.9768333333","1,809.4884166667","1,299.2984166667",3.5466951855,GO
Office,Tenure_Q2,Washington DC,-108.5425,11,188.694,"-1,193.9675",-596.98375,-785.67775,-3.1637664685,NO-GO
Office,Tenure_Q3,California,205.8598974868,62,"1,586.378","12,763.3136441799","6,381.6568220899","4,795.2788220899",4.0227844953,GO
Office,Tenure_Q3,Illinois,253.9653991071,60,"1,673.381","15,237.9239464286","7,618.9619732143","5,945.5809732143",4.5530348278,GO
Office,Tenure_Q3,New Jersey,214.2715625,14,199.496,"2,999.801875","1,499.9009375","1,300.4049375",7.5184511845,GO
Office,Tenure_Q3,New York,134.2502820513,36,789.704,"4,833.0101538462","2,416.5050769231","1,626.8010769231",3.0600137228,GO
Office,Tenure_Q3,Washington DC,293.35875,12,323.89,"3,520.305","1,760.1525","1,436.2625",5.4344144617,GO
Office,Tenure_Q4,California,270.6033547199,65,"2,438.321","17,589.2180567956","8,794.6090283978","6,356.2880283978",3.6068298753,GO
Office,Tenure_Q4,Illinois,248.7805323895,57,"1,986.22","14,180.4903462033","7,090.2451731017","5,104.0251731017",3.5697179432,GO
Office,Tenure_Q4,New Jersey,605.086969697,21,"1,162.744","12,706.8263636364","6,353.4131818182","5,190.6691818182",5.4641547768,GO
Office,Tenure_Q4,New York,128.2000728022,55,"1,211.493","7,051.0040041209","3,525.5020020604","2,314.0090020604",2.9100473565,GO
Office,Tenure_Q4,Washington DC,155.8629166667,12,318.32,"1,870.355",935.1775,616.8575,2.9378534179,GO
Waze,Tenure_Q1,California,-6.80125,10,31.771,-68.0125,-34.00625,-65.77725,-1.0703550408,NO-GO
Waze,Tenure_Q1,Illinois,45.2989393939,15,60.698,679.4840909091,339.7420454545,279.0440454545,5.5972527176,GO
Waze,Tenure_Q1,New Jersey,0,3,7.507,0,0,-7.507,0,NO-GO
Waze,Tenure_Q1,New York,0.536,12,11.396,6.432,3.216,-8.18,0.2822042822,NO-GO
Waze,Tenure_Q1,Washington DC,155.73,3,12.869,467.19,233.595,220.726,18.1517600435,GO
Waze,Tenure_Q2,California,22.2015,11,19.607,244.2165,122.10825,102.50125,6.2277885449,GO
Waze,Tenure_Q2,Illinois,5.5458333333,17,40.37,94.2791666667,47.1395833333,6.7695833333,1.167688465,GO
Waze,Tenure_Q2,New Jersey,0,2,3.768,0,0,-3.768,0,NO-GO
Waze,Tenure_Q2,New York,16.0616666667,5,15.313,80.3083333333,40.1541666667,24.8411666667,2.6222273014,GO
Waze,Tenure_Q2,Washington DC,6.99,2,3.394,13.98,6.99,3.596,2.0595167943,GO
Waze,Tenure_Q3,California,-5.59,14,63.322,-78.26,-39.13,-102.452,-0.6179526863,NO-GO
Waze,Tenure_Q3,Illinois,55.2846296296,7,52.066,386.9924074074,193.4962037037,141.4302037037,3.716363917,GO
Waze,Tenure_Q3,New Jersey,0,3,5.807,0,0,-5.807,0,NO-GO
Waze,Tenure_Q3,New York,-37.8,4,9.184,-151.2,-75.6,-84.784,-8.2317073171,NO-GO
Waze,Tenure_Q3,Washington DC,0,3,2.508,0,0,-2.508,0,NO-GO
Waze,Tenure_Q4,California,8.0183333333,7,17.923,56.1283333333,28.0641666667,10.1411666667,1.5658185944,GO
Waze,Tenure_Q4,Illinois,47.7788888889,6,23.063,286.6733333333,143.3366666667,120.2736666667,6.2150052754,GO
Waze,Tenure_Q4,New Jersey,1.6366666667,7,9.215,11.4566666667,5.7283333333,-3.4866666667,0.6216313981,NO-GO
Waze,Tenure_Q4,New York,24.715,8,29.846,197.72,98.86,69.014,3.3123366615,GO
Waze,Tenure_Q4,Washington DC,0,0,0,0,0,0,,NO-GO
