"CustomerID","frequency","recency","T","monetary_value","predicted_purchases_6m","predicted_avg_value","predicted_LTV_6m","Gender","Location","Tenure_Months","Marketing_Spend","ROI_pct","ROI_ratio","Coupon_Count","Coupon_Usage_Quartile"
"13,240",0,0,148,0,0.4559388564,"1,389.0011985875",633.2996180474,F,California,24,141.367,347.9826395463,4.4798263955,5,Q2
"13,246",0,0,12,0,1.0983328951,"1,389.0011985875","1,525.5857077642",F,California,25,415.962,266.7608357889,3.6676083579,9,Q3
"13,253",0,0,52,0,0.7717913028,"1,389.0011985875","1,072.0190446586",M,Chicago,38,42.761,"2,407.0018116007",25.070018116,6,Q2
"13,255",0,0,247,0,0.3220658086,"1,389.0011985875",447.3497941543,M,California,15,128.19,248.9740183745,3.4897401837,2,Q1
"13,266",0,0,89,0,0.6081205944,"1,389.0011985875",844.6802345201,F,Washington DC,12,13.851,"5,998.3339435425",60.9833394354,1,Q1
"13,267",5,149,166,"2,805.592",3.3399380403,"2,130.4597438595","7,115.603541948",M,California,46,"3,560.706",99.8368734163,1.9983687342,12,Q4
"13,269",1,93,207,"1,959.26",0.5190838129,"1,491.6999975528",774.3173224035,F,California,41,580.448,33.3999466625,1.3339994666,4,Q1
"13,270",0,0,155,0,0.4428638278,"1,389.0011985875",615.1383876167,M,Chicago,7,7.9,"7,686.5618685653",77.8656186857,1,Q1
"13,280",0,0,39,0,0.8534275271,"1,389.0011985875","1,185.4118580915",F,California,43,"1,651.52",-28.2229789472,0.7177702105,9,Q3
"13,284",0,0,15,0,1.0640134227,"1,389.0011985875","1,477.9159194336",F,Chicago,14,163.878,801.8391238809,9.0183912388,5,Q2
"13,295",1,126,222,799.42,0.5441754184,"1,282.8225989105",698.0805245034,F,New York,33,220.152,217.0902487842,3.1709024878,5,Q2
"13,304",0,0,56,0,0.7498245162,"1,389.0011985875","1,041.5071517061",M,California,12,65.366,"1,493.3469260872",15.9334692609,4,Q1
"13,305",0,0,232,0,0.3370101028,"1,389.0011985875",468.107436726,F,Chicago,38,46.524,906.1633495099,10.0616334951,4,Q1
"13,313",0,0,55,0,0.7551941113,"1,389.0011985875","1,048.9655257853",M,California,42,40.99,"2,459.0766669562",25.5907666696,5,Q2
"13,317",0,0,88,0,0.6116039627,"1,389.0011985875",849.5186371956,F,Chicago,17,288.564,194.3952250439,2.9439522504,4,Q1
"13,319",4,119,173,"1,610.1075",2.2208096164,"1,492.4097132406","3,314.3578427979",F,Chicago,27,709.905,366.8734327548,4.6687343275,9,Q3
"13,324",0,0,111,0,0.5405873372,"1,389.0011985875",750.8764593134,F,Chicago,24,401.676,86.9358536018,1.869358536,3,Q1
"13,327",0,0,143,0,0.4657692238,"1,389.0011985875",646.9540100703,F,Chicago,14,73.194,783.889403599,8.838894036,5,Q2
"13,329",2,103,166,18.11,1.2091333502,970.5829222265,"1,173.5641803886",M,Chicago,2,169.729,591.4340981144,6.9143409811,5,Q2
"13,368",0,0,43,0,0.8264575793,"1,389.0011985875","1,147.9505682605",M,California,43,13.965,"8,120.1974096705",82.2019740967,1,Q1
"13,369",1,87,150,536.99,0.733150339,"1,235.5611699843",905.8520906883,F,New York,24,160.37,464.8513379611,5.6485133796,4,Q1
"13,370",2,67,221,"1,601.6",0.5674523463,"1,453.8898083729",825.0131830944,M,Washington DC,41,558.248,47.7861421975,1.477861422,10,Q4
"13,385",0,0,10,0,1.1225435646,"1,389.0011985875","1,559.2143566762",F,Chicago,26,638.812,144.0803173197,2.4408031732,7,Q3
"13,397",0,0,53,0,0.7661756189,"1,389.0011985875","1,064.2188529248",M,California,40,52.192,"1,939.0459321827",20.3904593218,4,Q1
"13,402",0,0,222,0,0.3477765081,"1,389.0011985875",483.0619865869,M,Chicago,42,130.97,268.8340739,3.688340739,5,Q2
"13,408",7,227,249,538.1414285714,3.5072219089,873.4505113515,"3,063.3847697632",M,Chicago,30,"1,109.359",176.1400745623,2.7614007456,18,Q4
"13,418",2,141,234,920.92,0.9135676667,"1,246.1352085572","1,138.4288349326",F,New York,22,506.237,124.8806063035,2.248806063,12,Q4
"13,426",1,56,94,655.27,0.9987429965,"1,256.8624000776","1,255.282519701",M,Chicago,38,199.982,527.6977526482,6.2769775265,10,Q4
"13,448",2,138,249,618.81,0.8204834211,"1,153.9263260422",946.7774196543,F,California,41,339.316,179.0252801678,2.7902528017,9,Q3
"13,451",0,0,29,0,0.9296376443,"1,389.0011985875","1,291.2678021499",M,California,12,312.842,312.7539787336,4.1275397873,7,Q3
"13,455",1,152,157,237.63,0.8442918652,"1,181.6489596298",997.6566041149,F,New York,38,340.761,192.7731178494,2.9277311785,7,Q3
"13,458",3,77,95,727.4566666667,2.7737620482,"1,126.2308703292","3,123.8964456315",F,California,33,702.01,344.9931547459,4.4499315475,16,Q4
"13,468",4,217,240,"1,643.935",2.1025830305,"1,508.2303909286","3,171.1796260647",M,New York,33,"2,121.512",49.4773362613,1.4947733626,19,Q4
"13,473",1,12,24,125,1.7500200314,"1,161.3652468685","2,032.4124457806",F,New York,5,105.736,"1,822.1574920373",19.2215749204,4,Q1
"13,481",0,0,177,0,0.4063080935,"1,389.0011985875",564.3624288646,M,Chicago,6,0.84,"67,086.0034362655",671.8600343627,1,Q1
"13,487",0,0,59,0,0.7341789266,"1,389.0011985875","1,019.7754089991",M,Washington DC,6,26.291,"3,778.8003841585",38.7880038416,3,Q1
"13,488",3,155,172,"1,588.3133333333",2.0208431585,"1,468.1694367724","2,966.9401618546",F,California,22,"2,976.894",-0.334369922,0.9966563008,16,Q4
"13,491",3,204,227,436.7233333333,1.6671996211,"1,010.7494631837","1,685.1211220101",F,Chicago,16,693.467,142.9994681809,2.4299946818,14,Q4
"13,495",2,80,176,199.94,0.9605960783,"1,026.0803937028",985.6488022344,M,New York,25,563.135,75.028865589,1.7502886559,6,Q2
"13,496",1,18,98,"1,570.35",0.7325928547,"1,421.6605877153","1,041.4983883433",F,New York,21,429.354,142.5733516733,2.4257335167,5,Q2
"13,497",0,0,187,0,0.3916386726,"1,389.0011985875",543.9865856364,F,New York,22,272.346,99.740985965,1.9974098597,3,Q1
"13,506",0,0,205,0,0.3677683751,"1,389.0011985875",510.8307137475,M,New Jersey,30,706.312,-27.6763365556,0.7232366344,7,Q3
"13,520",0,0,220,0,0.3500137555,"1,389.0011985875",486.1695258797,F,Chicago,19,"1,100.047",-55.804658721,0.4419534128,8,Q3
"13,523",0,0,156,0,0.4410578679,"1,389.0011985875",612.6299072093,F,Chicago,13,156.567,291.2892928965,3.912892929,7,Q3
"13,527",0,0,1,0,1.2471835961,"1,389.0011985875","1,732.3395098796",F,California,44,12.585,"13,665.1133085386",137.6511330854,3,Q1
"13,531",0,0,155,0,0.4428638278,"1,389.0011985875",615.1383876167,F,New Jersey,48,647.026,-4.9283355512,0.9507166445,3,Q1
"13,534",3,59,81,720.19,2.9061128071,"1,123.3444971628","3,264.5658300212",F,California,20,584.424,458.5954426959,5.585954427,17,Q4
"13,564",1,114,174,"3,889",0.6907251195,"1,839.2298906898","1,270.4022859778",M,California,26,"1,379.601",-7.9152388279,0.9208476117,13,Q4
"13,565",0,0,29,0,0.9296376443,"1,389.0011985875","1,291.2678021499",F,New Jersey,8,191.516,574.23494755,6.7423494755,6,Q2
"13,569",0,0,172,0,0.4140686845,"1,389.0011985875",575.1418990212,M,Chicago,14,469.227,22.572208978,1.2257220898,6,Q2
"13,576",2,214,236,401.46,1.1246916152,"1,087.5875732216","1,223.2006243579",M,New York,23,318.891,283.5795379481,3.8357953795,10,Q4
"13,579",0,0,191,0,0.3860668824,"1,389.0011985875",536.247362426,F,New York,49,144.462,271.2030585386,3.7120305854,5,Q2
"13,593",1,1,34,"1,724.75",1.3716092509,"1,449.4667250707","1,988.1019689642",M,California,28,357.686,455.8232553033,5.558232553,7,Q3
"13,599",4,161,166,222.66,2.7904783087,843.5187308597,"2,353.8207214531",F,California,46,344.468,583.320575918,6.8332057592,13,Q4
"13,611",0,0,98,0,0.5785076359,"1,389.0011985875",803.5477996015,F,New York,5,320.652,150.5980937594,2.5059809376,5,Q2
"13,614",0,0,12,0,1.0983328951,"1,389.0011985875","1,525.5857077642",M,Chicago,20,112.468,"1,256.4620227658",13.5646202277,5,Q2
"13,627",0,0,76,0,0.6568436237,"1,389.0011985875",912.3565805438,F,Chicago,49,561.963,62.3517172027,1.623517172,5,Q2
"13,629",0,0,50,0,0.7832824164,"1,389.0011985875","1,087.9802152389",F,New York,22,315.069,245.3149041127,3.4531490411,3,Q1
"13,634",0,0,3,0,1.2170005625,"1,389.0011985875","1,690.415240042",M,Chicago,21,321.915,425.1122936309,5.2511229363,7,Q3
"13,649",1,1,156,705.59,0.3234081673,"1,265.924607537",409.4103572699,F,California,34,48.607,742.2868254982,8.422868255,6,Q2
"13,652",0,0,189,0,0.3888325667,"1,389.0011985875",540.0889012507,F,Washington DC,35,120.54,348.0578241668,4.4805782417,1,Q1
"13,656",0,0,40,0,0.8465147718,"1,389.0011985875","1,175.8100327015",M,Chicago,44,138.323,750.0466536306,8.5004665363,5,Q2
"13,668",1,91,124,"2,005.76",0.8982477331,"1,500.0742552408","1,347.4382992817",F,Chicago,15,"1,065.731",26.4332462208,1.2643324622,13,Q4
"13,672",1,5,26,184.56,1.6105439861,"1,172.0915003717","1,887.7049170356",F,New Jersey,45,43.228,"4,266.8569377154",43.6685693772,3,Q1
"13,680",2,15,53,"1,587.85",2.0202948645,"1,449.6930848796","2,928.8074944585",M,Washington DC,34,703.363,316.400563359,4.1640056336,14,Q4
"13,694",5,233,247,823.426,2.6001368776,"1,092.9731828977","2,841.879879121",F,California,44,"1,277.758",122.4114330821,2.2241143308,22,Q4
"13,700",1,1,4,65.08,2.2622907376,"1,150.5741604026","2,602.9332659526",M,Chicago,42,385.074,575.956638452,6.7595663845,6,Q2
"13,705",0,0,249,0,0.3201736924,"1,389.0011985875",444.7216424628,F,Chicago,39,127.771,248.061486928,3.4806148693,4,Q1
"13,715",4,196,235,"1,478.5725",2.0406706779,"1,430.8925204333","2,919.980409704",M,California,23,958.63,204.5993146161,3.0459931462,14,Q4
"13,747",0,0,249,0,0.3201736924,"1,389.0011985875",444.7216424628,F,Chicago,21,15.371,"2,793.251203323",28.9325120332,1,Q1
"13,748",0,0,251,0,0.3183038785,"1,389.0011985875",442.1244687656,F,California,30,0.124,"356,451.9909399723","3,565.5199093997",1,Q1
"13,750",0,0,38,0,0.8604588021,"1,389.0011985875","1,195.1783075143",M,New York,20,0.558,"214,089.6608448553","2,141.8966084486",1,Q1
"13,756",2,85,173,867.215,1.0239795112,"1,229.7435696328","1,259.2322193369",F,California,6,502.329,150.6787821004,2.506787821,5,Q2
"13,758",2,215,247,317.8,1.0694238558,"1,062.0531814067","1,135.7850083566",M,Washington DC,46,238.153,376.9140041724,4.7691400417,8,Q3
"13,764",1,1,42,"3,748.48",1.2170503152,"1,813.9234242313","2,207.6360751336",M,New York,14,397.998,454.685218301,5.546852183,8,Q3
"13,767",8,225,249,800.09625,3.9632015364,"1,013.6852931776","4,017.4391113346",F,Chicago,29,"1,002.602",300.7012863863,4.0070128639,19,Q4
"13,769",1,63,171,244,0.5588788678,"1,182.7961428873",661.0397691521,F,New York,20,972.477,-32.0251513247,0.6797484868,9,Q3
"13,777",5,228,238,274.36,2.6896674408,805.5862556267,"2,166.7591225426",F,California,7,"1,324.199",63.627908082,1.6362790808,14,Q4
"13,782",0,0,4,0,1.2024837423,"1,389.0011985875","1,670.2513593841",M,New Jersey,17,950.625,75.7003402376,1.7570034024,6,Q2
"13,784",0,0,19,0,1.0216158285,"1,389.0011985875","1,419.0256102324",M,New York,30,71.324,"1,889.5485534076",19.8954855341,4,Q1
"13,786",0,0,170,0,0.4172577546,"1,389.0011985875",579.5715212037,M,Chicago,21,107.796,437.655869609,5.3765586961,5,Q2
"13,787",0,0,131,0,0.4912199246,"1,389.0011985875",682.3050639712,F,New Jersey,35,72.386,842.5925786356,9.4259257864,2,Q1
"13,798",5,200,222,"1,356.854",2.7427414751,"1,372.1750162662","3,763.5213281996",M,California,37,"1,455.669",158.5423834814,2.5854238348,16,Q4
"13,802",0,0,111,0,0.5405873372,"1,389.0011985875",750.8764593134,F,New Jersey,40,335.529,123.7888407003,2.237888407,7,Q3
"13,807",0,0,167,0,0.4221358875,"1,389.0011985875",586.3472537578,F,Chicago,33,379.494,54.5076480149,1.5450764801,3,Q1
"13,817",0,0,57,0,0.7445332751,"1,389.0011985875","1,034.1576114421",M,California,14,12.354,"8,271.0345753771",83.7103457538,3,Q1
"13,829",0,0,89,0,0.6081205944,"1,389.0011985875",844.6802345201,F,New York,38,5.097,"16,472.1058371606",165.7210583716,1,Q1
"13,831",0,0,205,0,0.3677683751,"1,389.0011985875",510.8307137475,F,California,35,62.798,713.4506094899,8.1345060949,2,Q1
"13,838",1,1,211,"2,322.85",0.2013545036,"1,557.1794890106",313.5451029735,F,California,5,"1,286.014",-75.6188421764,0.2438115782,8,Q3
"13,842",1,127,165,652.99,0.7589798986,"1,256.4517913136",953.6216532009,F,New York,5,"2,020.814",-52.8100234262,0.4718997657,12,Q4
"13,846",0,0,99,0,0.5753984324,"1,389.0011985875",799.2291122276,F,New Jersey,4,357.798,123.3743934364,2.2337439344,6,Q2
"13,848",0,0,155,0,0.4428638278,"1,389.0011985875",615.1383876167,M,New York,35,4.785,"12,755.5566900033",128.5555669,1,Q1
"13,854",4,141,150,417.4,2.9405781103,934.5960724592,"2,748.2527526453",F,Chicago,44,599.874,358.1383344911,4.5813833449,13,Q4
"13,862",1,14,19,369,1.9118156178,"1,205.3075882852","2,304.3258715048",M,California,32,717.548,221.1389163519,3.2113891635,9,Q3
"13,869",0,0,73,0,0.6692504337,"1,389.0011985875",929.5896545442,F,New Jersey,6,"2,876.969",-67.6885759094,0.3231142409,13,Q4
"13,874",0,0,79,0,0.6449006757,"1,389.0011985875",895.7678115864,F,California,39,279.315,220.7016492442,3.2070164924,5,Q2
"13,880",0,0,170,0,0.4172577546,"1,389.0011985875",579.5715212037,F,New York,40,348.84,66.1425069383,1.6614250694,2,Q1
"13,890",0,0,88,0,0.6116039627,"1,389.0011985875",849.5186371956,F,New York,31,439.076,93.4787228625,1.9347872286,6,Q2
"13,922",0,0,57,0,0.7445332751,"1,389.0011985875","1,034.1576114421",F,New Jersey,11,32.091,"3,122.5783286345",32.2257832863,4,Q1
"13,941",1,23,235,28.03,0.2427377141,"1,143.9017679867",277.6681003653,F,New York,38,89.842,209.0626882363,3.0906268824,7,Q3
"13,948",0,0,110,0,0.5433231639,"1,389.0011985875",754.6765259332,F,Chicago,9,28.564,"2,542.0547750078",26.4205477501,2,Q1
"13,953",0,0,58,0,0.7393186428,"1,389.0011985875","1,026.9144809555",F,Chicago,16,0.72,"142,527.0112438209","1,426.2701124382",1,Q1
"13,958",0,0,223,0,0.346668687,"1,389.0011985875",481.5232216917,F,New Jersey,22,46.447,936.7154427448,10.3671544274,2,Q1
"13,959",0,0,122,0,0.5122490643,"1,389.0011985875",711.5145642217,M,California,38,201.562,253.0003493822,3.5300034938,4,Q1
"13,963",1,120,174,438.32,0.7039325176,"1,217.7915354451",857.2430614882,F,Chicago,40,760.992,12.6481042492,1.1264810425,10,Q4
"13,969",0,0,141,0,0.4698231442,"1,389.0011985875",652.5849104795,F,New York,15,264.999,146.2593860654,2.4625938607,6,Q2
"13,982",0,0,145,0,0.4617858081,"1,389.0011985875",641.4210409799,F,Chicago,13,865.651,-25.9030439542,0.7409695605,15,Q4
"13,983",0,0,165,0,0.4254527738,"1,389.0011985875",590.954412737,M,California,30,"3,040.656",-80.5649039965,0.19435096,8,Q3
"13,984",0,0,154,0,0.4446848701,"1,389.0011985875",617.6678175399,F,New York,34,18.431,"3,251.2441947798",33.5124419478,3,Q1
"13,993",0,0,13,0,1.0866361848,"1,389.0011985875","1,509.3389630782",M,Chicago,49,76.574,"1,871.0854377181",19.7108543772,4,Q1
"13,999",1,1,119,"1,481.59",0.4677117337,"1,405.6756605671",657.4510002109,F,Chicago,48,499.725,31.5625594499,1.3156255945,8,Q3
"14,001",0,0,243,0,0.3259185768,"1,389.0011985875",452.7012938697,F,New York,10,96.13,370.9261353061,4.7092613531,3,Q1
"14,016",0,0,74,0,0.6650615955,"1,389.0011985875",923.7713532767,M,California,41,444.384,107.8768257356,2.0787682574,8,Q3
"14,030",1,1,153,"4,962.16",0.3326700555,"2,032.4969526354",676.150873966,F,California,5,420.706,60.7181437788,1.6071814378,6,Q2
"14,031",3,184,223,362.54,1.6188138502,981.2833004226,"1,588.5149976852",F,Chicago,17,600.701,164.44354141,2.6444354141,14,Q4
"14,032",4,107,164,330.345,2.2100880208,893.8815917519,"1,975.5569979167",M,New York,50,"1,196.844",65.0638677987,1.650638678,9,Q3
"14,037",0,0,135,0,0.4824274504,"1,389.0011985875",670.0923068697,M,California,24,132.721,404.8879279614,5.0488792796,5,Q2
"14,040",0,0,16,0,1.0530700265,"1,389.0011985875","1,462.7155290139",F,New York,10,"1,517.998",-3.6418013058,0.9635819869,7,Q3
"14,045",1,203,248,150.72,0.5816661675,"1,165.9972018736",678.2211237443,F,California,14,11.521,"5,786.8251344879",58.8682513449,4,Q1
"14,047",2,196,235,58.01,1.088425877,982.7610507636,"1,069.662558533",F,California,10,28.383,"3,668.673355646",37.6867335565,5,Q2
"14,051",2,98,159,822.895,1.2432267255,"1,216.2163852527","1,512.0327140872",M,Chicago,6,563.327,168.4111917389,2.6841119174,17,Q4
"14,057",1,6,107,693.47,0.5748313161,"1,263.7418977912",726.4384182835,M,New York,39,625.8,16.0815625253,1.1608156253,7,Q3
"14,060",3,206,231,586.6833333333,1.6405762964,"1,070.3146723635","1,755.9328811864",F,Chicago,22,549.367,219.6283870685,3.1962838707,17,Q4
"14,062",2,69,130,490.75,1.3336283241,"1,114.8403325469","1,486.7826443781",F,California,18,"1,247.324",19.1977901795,1.1919779018,11,Q4
"14,078",0,0,243,0,0.3259185768,"1,389.0011985875",452.7012938697,F,New York,7,120.112,276.8993055396,3.7689930554,3,Q1
"14,081",0,0,191,0,0.3860668824,"1,389.0011985875",536.247362426,F,California,49,"1,558.341",-65.5885738471,0.3441142615,9,Q3
"14,082",0,0,137,0,0.4781502338,"1,389.0011985875",664.1512478318,F,New York,31,241.706,174.7764837579,2.7477648376,3,Q1
"14,083",1,157,218,"2,055.57",0.6088590616,"1,509.044616003",918.7954888,M,Chicago,41,"1,123.835",-18.2446276544,0.8175537235,15,Q4
"14,085",3,171,184,"1,808.7466666667",1.956491616,"1,555.7271695691","3,043.7671640983",F,New York,5,"3,012.578",1.0352981433,1.0103529814,21,Q4
"14,092",2,177,235,918.925,1.0361161508,"1,245.5263021304","1,290.5099179318",F,Chicago,41,407.984,216.3138549384,3.1631385494,10,Q4
"14,099",1,60,65,"2,707.27",1.3388115506,"1,626.4102877294","2,177.4568792896",M,New York,32,"1,151.599",89.0811714225,1.8908117142,9,Q3
"14,107",1,68,132,17.99,0.7690990927,"1,142.0936486923",878.3831890098,M,Chicago,11,103.934,745.1355562278,8.4513555623,5,Q2
"14,113",1,1,65,169.24,0.8846631954,"1,169.3324976237","1,034.4654238442",M,Chicago,23,92.428,"1,019.2121693039",11.192121693,6,Q2
"14,114",0,0,13,0,1.0866361848,"1,389.0011985875","1,509.3389630782",M,California,18,203.842,640.4455230415,7.4044552304,5,Q2
"14,119",0,0,63,0,0.7143370932,"1,389.0011985875",992.2150786418,M,California,8,1.519,"65,220.2816749016",653.202816749,1,Q1
"14,135",7,235,235,777.5757142857,3.8283352258,"1,018.5278964834","3,899.2662245923",F,Chicago,21,"1,086.061",259.0282888891,3.5902828889,20,Q4
"14,142",0,0,237,0,0.3318754436,"1,389.0011985875",460.9753889856,F,Chicago,21,357.854,28.8166092836,1.2881660928,5,Q2
"14,146",0,0,73,0,0.6692504337,"1,389.0011985875",929.5896545442,M,California,29,"2,651.064",-64.9352239499,0.3506477605,12,Q4
"14,150",0,0,98,0,0.5785076359,"1,389.0011985875",803.5477996015,M,Chicago,48,204.639,292.6660116603,3.9266601166,4,Q1
"14,156",4,217,223,783.65,2.290030891,"1,105.8863896042","2,532.5139941252",F,California,5,"2,471.689",2.4608676142,1.0246086761,13,Q4
"14,159",0,0,128,0,0.4980315192,"1,389.0011985875",691.76637714,F,California,13,448.604,54.2042373987,1.542042374,6,Q2
"14,161",0,0,198,0,0.3766928827,"1,389.0011985875",523.2268655274,F,Chicago,41,497.688,5.1315011669,1.0513150117,6,Q2
"14,167",0,0,15,0,1.0640134227,"1,389.0011985875","1,477.9159194336",M,California,29,224.908,557.1202089003,6.571202089,8,Q3
"14,175",0,0,9,0,1.1350775674,"1,389.0011985875","1,576.6241015538",M,California,37,234.715,571.7185103439,6.7171851034,10,Q4
"14,176",2,173,173,183.285,1.4429641133,"1,020.9970169914","1,473.2620552697",F,New York,13,122.769,"1,100.0277393069",12.0002773931,8,Q3
"14,180",3,176,229,"5,641.09",1.5237975761,"3,077.9619808439","4,690.1910056947",F,California,11,"2,896.589",61.9211771396,1.6192117714,22,Q4
"14,185",0,0,16,0,1.0530700265,"1,389.0011985875","1,462.7155290139",F,California,19,19.68,"7,332.4976067781",74.3249760678,1,Q1
"14,189",1,136,187,"3,589.06",0.6824575436,"1,785.2132272287","1,218.3322338875",F,New York,7,653.409,86.4578286934,1.8645782869,11,Q4
"14,201",0,0,93,0,0.5945844147,"1,389.0011985875",825.8784647326,F,California,12,96.588,755.0528686095,8.5505286861,2,Q1
"14,205",0,0,145,0,0.4617858081,"1,389.0011985875",641.4210409799,M,Chicago,26,148.057,333.2257448009,4.332257448,7,Q3
"14,206",0,0,110,0,0.5433231639,"1,389.0011985875",754.6765259332,F,Chicago,24,59.6,"1,166.2357817671",12.6623578177,1,Q1
"14,209",0,0,21,0,1.0017200248,"1,389.0011985875","1,391.3903150385",F,California,29,452.144,207.731677306,3.0773167731,6,Q2
"14,210",1,164,217,"2,673.19",0.6224164336,"1,620.2727672561","1,008.4843972921",F,New York,18,403.843,149.7218962052,2.4972189621,12,Q4
"14,213",0,0,221,0,0.3488915074,"1,389.0011985875",484.6107219438,F,California,25,6.453,"7,409.8515720404",75.0985157204,4,Q1
"14,215",2,164,175,"1,162.36",1.4007235961,"1,319.8266209382","1,848.7122906474",F,New York,29,569.764,224.4698314824,3.2446983148,9,Q3
"14,217",3,134,157,187.7633333333,2.096044762,911.8607296721,"1,911.3009061105",F,New York,10,177.511,976.7225164133,10.7672251641,7,Q3
"14,220",0,0,79,0,0.6449006757,"1,389.0011985875",895.7678115864,F,California,19,278.505,221.6343733816,3.2163437338,4,Q1
"14,221",0,0,52,0,0.7717913028,"1,389.0011985875","1,072.0190446586",F,New York,39,174.461,514.4748939067,6.1447489391,8,Q3
"14,229",1,14,26,35.11,1.7212089023,"1,145.176816254","1,971.0885307868",M,Chicago,29,349.184,464.48420626,5.6448420626,7,Q3
"14,236",0,0,221,0,0.3488915074,"1,389.0011985875",484.6107219438,F,Chicago,18,25.583,"1,794.2685452987",18.942685453,3,Q1
"14,237",0,0,243,0,0.3259185768,"1,389.0011985875",452.7012938697,F,Chicago,39,72.715,522.5693376466,6.2256933765,4,Q1
"14,243",1,78,152,"1,097.44",0.6948494809,"1,336.4934865703",928.6618053735,M,New York,46,507.696,82.916904087,1.8291690409,12,Q4
"14,256",0,0,135,0,0.4824274504,"1,389.0011985875",670.0923068697,F,Chicago,7,288.209,132.5022143201,2.3250221432,5,Q2
"14,258",0,0,44,0,0.8199893717,"1,389.0011985875","1,138.9662201367",F,California,31,112.043,916.5438448959,10.165438449,7,Q3
"14,264",0,0,222,0,0.3477765081,"1,389.0011985875",483.0619865869,M,Chicago,16,1.701,"28,298.7058546063",283.9870585461,2,Q1
"14,270",0,0,18,0,1.0318787752,"1,389.0011985875","1,433.2808555108",M,New York,6,284.748,403.3506312637,5.0335063126,5,Q2
"14,282",0,0,172,0,0.4140686845,"1,389.0011985875",575.1418990212,F,New Jersey,37,327.126,75.8166269331,1.7581662693,5,Q2
"14,290",0,0,120,0,0.5171739891,"1,389.0011985875",718.3552907226,F,New York,17,618.214,16.1984831664,1.1619848317,6,Q2
"14,293",0,0,189,0,0.3888325667,"1,389.0011985875",540.0889012507,F,California,18,273.531,97.4507098832,1.9745070988,5,Q2
"14,295",0,0,22,0,0.9920739694,"1,389.0011985875","1,377.9919326149",F,Chicago,7,42.6,"3,134.7228465138",32.3472284651,2,Q1
"14,298",5,70,106,"2,445.524",3.6619921033,"1,941.9963603526","7,111.5753363398",M,Chicago,41,"2,080.827",241.7667752456,3.4176677525,21,Q4
"14,299",6,151,157,380.9083333333,4.2545896872,815.8266137575,"3,471.0074974619",F,Washington DC,18,325.54,966.2307235553,10.6623072356,12,Q4
"14,307",0,0,248,0,0.3211169376,"1,389.0011985875",446.0318112435,F,California,28,"1,267.451",-64.8087530608,0.3519124694,16,Q4
"14,309",0,0,84,0,0.6259566761,"1,389.0011985875",869.4545733474,F,New Jersey,49,245.319,254.4179510545,3.5441795105,7,Q3
"14,312",0,0,40,0,0.8465147718,"1,389.0011985875","1,175.8100327015",M,Chicago,27,538.764,118.2421306363,2.1824213064,8,Q3
"14,320",1,1,24,313.27,1.6044511531,"1,195.271085469","1,917.7540712988",F,Chicago,29,466.477,311.1143896267,4.1111438963,11,Q4
"14,321",0,0,26,0,0.9553607378,"1,389.0011985875","1,326.9972098834",F,Washington DC,24,436.518,203.995988684,3.0399598868,6,Q2
"14,329",1,1,8,97.46,2.1041558668,"1,156.4055252185","2,433.2574702323",F,California,22,"1,244.103",95.5832813065,1.9558328131,10,Q4
"14,334",0,0,80,0,0.6410182117,"1,389.0011985875",890.3750643549,M,California,41,507.79,75.3431663394,1.7534316634,9,Q3
"14,344",2,108,187,899.37,1.0620271391,"1,239.5577982822","1,316.4440223178",F,New York,15,398.577,230.2859980174,3.3028599802,4,Q1
"14,355",0,0,149,0,0.4540231639,"1,389.0011985875",630.6387188485,F,New York,7,127.043,396.3978486406,4.9639784864,6,Q2
"14,373",0,0,81,0,0.6371834609,"1,389.0011985875",885.0485908798,F,Chicago,40,44.538,"1,887.176323319",19.8717632332,2,Q1
"14,388",1,81,234,172.99,0.4140807475,"1,170.0078409857",484.4777213956,F,California,6,152.24,218.2328700707,3.1823287007,5,Q2
"14,390",0,0,232,0,0.3370101028,"1,389.0011985875",468.107436726,M,Chicago,37,348.594,34.2844216269,1.3428442163,4,Q1
"14,395",1,193,222,"1,596.86",0.64473606,"1,426.4348150552",919.6739625167,M,New Jersey,4,477.296,92.6841964979,1.926841965,10,Q4
"14,396",0,0,213,0,0.3580785927,"1,389.0011985875",497.371594507,M,New Jersey,9,850.372,-41.5112921748,0.5848870783,6,Q2
"14,401",0,0,99,0,0.5753984324,"1,389.0011985875",799.2291122276,F,California,20,485.78,64.5249109118,1.6452491091,10,Q4
"14,404",1,188,191,"1,124.67",0.7462812575,"1,341.3973798358","1,001.0597234542",M,Chicago,32,"1,007.979",-0.6864504663,0.9931354953,7,Q3
"14,409",0,0,177,0,0.4063080935,"1,389.0011985875",564.3624288646,M,New York,15,334.93,68.5016059668,1.6850160597,5,Q2
"14,413",0,0,123,0,0.5098222827,"1,389.0011985875",708.1437617473,F,Chicago,34,432.458,63.7485632703,1.6374856327,6,Q2
"14,414",0,0,87,0,0.6151284965,"1,389.0011985875",854.414218932,F,New Jersey,7,71.751,"1,090.804614475",11.9080461447,3,Q1
"14,415",1,1,103,"9,319.48",0.5572029844,"2,817.2135227245","1,569.7597824686",M,New Jersey,47,"2,181.88",-28.0547150866,0.7194528491,14,Q4
"14,419",1,1,138,"1,457.62",0.3847508652,"1,401.3588657976",539.1740360912,M,New York,20,148.539,262.9848296348,3.6298482963,5,Q2
